%NumGrains 278
%BeamCenter 9.156851
%BeamThickness 100.000000
%GlobalPosition 100.000000
%NumPhases 1
%PhaseInfo
%	SpaceGroup:225
%	Lattice Parameter: 3.600100 3.600100 3.600100 90.000000 90.000000 90.000000
%GrainID	O11	O12	O13	O21	O22	O23	O31	O32	O33	X	Y	Z	a	b	c	alpha	beta	gamma	DiffPos	DiffOme	DiffAngle	GrainRadius	Confidence	eFab11	eFab12	eFab13	eFab21	eFab22	eFab23	eFab31	eFab32	eFab33	eKen11	eKen12	eKen13	eKen21	eKen22	eKen23	eKen31	eKen32	eKen33	PhaseNr
1922	0.125133	-0.757758	0.640425	0.173938	-0.618746	-0.766093	0.976774	0.207258	0.054378	251.878019	23.484906	40.314890	3.600793	3.600861	3.600897	90.004956	90.004266	90.002793	152.756857	0.057674	0.063732	60.211110	0.817568	255.892962	-8.777389	-12.042041	-8.777389	190.909551	46.070062	-12.042041	46.070062	178.679356	172.748655	-214.172726	-77.767446	-214.172726	47.450070	1.481238	-77.767446	1.481238	71.191422	1.000000	
8687	-0.203713	-0.964102	0.170318	0.243987	0.118484	0.962513	-0.948141	0.237632	0.211091	-29.910576	377.736891	7.680858	3.600020	3.600641	3.599667	89.974845	89.952998	90.018107	188.725304	0.119927	0.114448	55.743473	0.812500	-27.591386	-257.368623	-299.706113	-257.368623	123.034351	-303.822732	-299.706113	-303.822732	-88.128332	61.238775	64.313243	-201.043279	64.313243	-4.904470	-50.953765	-201.043279	-50.953765	-106.353522	1.000000	
2810	0.663736	0.209828	0.717932	0.592241	-0.733685	-0.333102	0.456842	0.646280	-0.611242	-33.595482	-86.004137	16.456503	3.600222	3.600508	3.600137	89.988271	90.005682	89.994999	138.538856	0.050354	0.059119	76.348869	0.837838	20.927276	-93.570165	82.348743	-93.570165	105.740248	8.918240	82.348743	8.918240	30.844519	211.475581	-85.175678	89.829049	-85.175678	65.467423	-15.204718	89.829049	-15.204718	-68.062490	1.000000	
4423	-0.670980	0.207667	0.711800	0.672133	-0.234999	0.702149	0.313085	0.949553	0.018100	60.326153	-62.111775	-17.672171	3.600738	3.600812	3.600593	90.005181	89.996669	89.994004	96.783254	0.057483	0.057812	72.795257	1.000000	101.922802	-4.405452	-51.016474	-4.405452	184.284976	1.237157	-51.016474	1.237157	225.610657	32.736968	-64.475650	-141.763253	-64.475650	-84.354575	5.799199	-141.763253	5.799199	134.014848	1.000000	
8807	0.620641	0.764352	-0.174844	-0.248282	-0.019938	-0.968483	-0.743748	0.644490	0.177401	390.427496	-50.871667	0.243453	3.601238	3.600558	3.600773	89.991162	90.004476	89.983427	50.760827	0.057315	0.049893	118.101092	1.000000	326.923863	-83.287771	-120.978765	-83.287771	180.415797	-71.230646	-120.978765	-71.230646	122.806191	13.664077	-91.480005	42.085577	-91.480005	56.310432	-127.613615	42.085577	-127.613615	-101.094435	1.000000	
9336	0.412298	0.021657	0.910792	0.610706	-0.748421	-0.258658	0.676054	0.662870	-0.321799	-88.747231	372.002097	19.005495	3.600711	3.600898	3.600673	89.994194	89.994553	89.991559	37.905275	0.060817	0.048760	121.300082	1.000000	200.066279	-33.568338	78.264203	-33.568338	135.361326	-48.186215	78.264203	-48.186215	215.183226	55.892736	-90.141840	64.226803	-90.141840	-105.650546	-53.745694	64.226803	-53.745694	7.128188	1.000000	
5232	-0.503350	0.303960	0.808855	0.757704	-0.294706	0.582266	0.415360	0.905956	-0.081972	133.977052	441.804654	-5.618333	3.600813	3.600891	3.600761	89.996515	89.998642	89.995530	40.373507	0.053575	0.045941	134.415948	1.000000	183.875926	7.944719	20.122962	7.944719	177.531681	35.764466	20.122962	35.764466	239.830308	102.258068	145.861632	38.735784	145.861632	-12.325783	-4.820981	38.735784	-4.820981	-57.632270	1.000000	
1740	0.418485	0.812971	0.404905	0.508491	0.159670	-0.846133	-0.752534	0.559985	-0.346569	-394.676085	-45.747254	49.746251	3.600642	3.600980	3.600348	90.002839	89.997133	89.996365	127.042499	0.056456	0.059778	63.587706	0.898649	213.017577	67.155421	32.383522	67.155421	84.776092	14.310864	32.383522	14.310864	166.134747	257.231361	139.481637	-48.014329	139.481637	4.172368	70.506973	-48.014329	70.506973	58.888870	1.000000	
3729	-0.073650	0.343188	0.936375	0.505551	-0.796494	0.331684	0.859647	0.497814	-0.114837	309.195204	9.223912	13.327800	3.600833	3.600428	3.600601	89.992651	90.004889	89.995910	111.627389	0.050679	0.050493	64.411465	0.972973	179.253489	-40.659776	-10.387576	-40.659776	48.231044	38.262689	-10.387576	38.262689	206.457369	128.889860	-130.580731	19.874784	-130.580731	270.114834	16.264577	19.874784	16.264577	-24.253959	1.000000	
10010	0.389519	0.532490	-0.751485	-0.648825	-0.420450	-0.634230	-0.653683	0.734627	0.181719	437.472806	-42.645489	7.216805	3.600634	3.600951	3.601161	89.994817	89.995382	90.008847	96.136693	0.059807	0.057893	87.837838	0.972222	164.174413	98.142225	21.286112	98.142225	237.973109	-41.093059	21.286112	-41.093059	277.337866	132.584750	144.056220	-17.701268	144.056220	45.422836	-150.643569	-17.701268	-150.643569	-4.982187	1.000000	
9546	-0.082785	-0.867434	0.490618	0.995900	-0.090024	0.008877	0.036467	0.489341	0.871330	-473.076715	-63.263598	37.834590	3.600450	3.600581	3.600933	89.990092	90.015046	89.991253	95.044045	0.054503	0.052624	68.676193	0.993243	104.806029	-130.515551	-1.041071	-130.515551	81.196606	-83.999090	-1.041071	-83.999090	275.838901	-161.744213	29.133522	49.513209	29.133522	1.950078	-248.222641	49.513209	-248.222641	109.399768	1.000000	
6177	-0.723307	0.253593	-0.642275	-0.031311	-0.941212	-0.336362	-0.689816	-0.223183	0.688725	-92.487507	188.104675	10.086865	3.600457	3.600874	3.600756	89.985546	90.006055	89.984102	56.801632	0.057592	0.050769	108.512085	1.000000	-0.340742	135.223845	-2.199258	135.223845	298.129273	12.734754	-2.199258	12.734754	198.368863	-205.473883	222.007985	-18.871436	222.007985	138.671779	56.041326	-18.871436	56.041326	23.732051	1.000000	
7005	-0.326966	-0.634849	0.700043	-0.031083	-0.733133	-0.679375	0.944525	-0.243892	0.219977	-142.858289	335.261767	1.943006	3.600458	3.600533	3.600750	90.004164	89.990088	89.985321	90.358642	0.061411	0.055799	74.538355	1.000000	193.442197	24.683099	11.350822	24.683099	121.330348	-152.397980	11.350822	-152.397980	85.432627	251.138859	128.189486	-77.345649	128.189486	-36.830068	-148.958600	-77.345649	-148.958600	-1.678815	1.000000	
9275	-0.830430	-0.127897	0.542243	-0.264227	0.947281	-0.181226	-0.490478	-0.293771	-0.820445	342.332650	381.151259	14.816003	3.600766	3.601073	3.600938	89.994080	90.001290	90.007433	65.069049	0.065508	0.056159	83.800298	1.000000	189.690664	61.497866	-45.422214	61.497866	276.693598	-32.335644	-45.422214	-32.335644	221.707126	-6.253520	23.404530	33.093095	23.404530	-9.015222	-30.137574	33.093095	-30.137574	-3.393866	1.000000	
8469	0.676083	0.736593	-0.018503	0.289469	-0.288615	-0.912638	-0.677583	0.611664	-0.408349	490.019899	-29.970397	9.126851	3.601016	3.600512	3.600797	90.012322	90.000085	89.999821	113.321484	0.065125	0.058663	75.639496	0.972973	182.834978	100.942634	-29.902385	100.942634	135.485250	49.623026	-29.902385	49.623026	243.804073	98.783031	-103.402352	-35.810599	-103.402352	56.189607	21.044151	-35.810599	21.044151	94.839696	1.000000	
