   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   1.3807119e-01
   0.0000000e+00   1.3807119e-01   0.0000000e+00
   0.0000000e+00   0.0000000e+00  -1.3807119e-01
  -1.3807119e-01   0.0000000e+00   0.0000000e+00
   1.3807119e-01   0.0000000e+00   0.0000000e+00
   0.0000000e+00  -1.3807119e-01   0.0000000e+00
  -5.7190958e-02   1.3807119e-01   1.3807119e-01
   5.7190958e-02   1.3807119e-01   1.3807119e-01
  -1.3807119e-01   5.7190958e-02   1.3807119e-01
   1.3807119e-01   5.7190958e-02   1.3807119e-01
  -1.3807119e-01   1.3807119e-01   5.7190958e-02
  -1.3807119e-01  -5.7190958e-02   1.3807119e-01
   1.3807119e-01   1.3807119e-01   5.7190958e-02
   1.3807119e-01  -5.7190958e-02   1.3807119e-01
  -1.3807119e-01   5.7190958e-02  -1.3807119e-01
  -5.7190958e-02   1.3807119e-01  -1.3807119e-01
  -5.7190958e-02  -1.3807119e-01   1.3807119e-01
   5.7190958e-02  -1.3807119e-01   1.3807119e-01
  -1.3807119e-01  -5.7190958e-02  -1.3807119e-01
   5.7190958e-02   1.3807119e-01  -1.3807119e-01
  -5.7190958e-02  -1.3807119e-01  -1.3807119e-01
  -1.3807119e-01   1.3807119e-01  -5.7190958e-02
  -1.3807119e-01  -1.3807119e-01   5.7190958e-02
   1.3807119e-01   5.7190958e-02  -1.3807119e-01
   1.3807119e-01   1.3807119e-01  -5.7190958e-02
   1.3807119e-01  -1.3807119e-01   5.7190958e-02
   5.7190958e-02  -1.3807119e-01  -1.3807119e-01
   1.3807119e-01  -5.7190958e-02  -1.3807119e-01
  -1.3807119e-01  -1.3807119e-01  -5.7190958e-02
   1.3807119e-01  -1.3807119e-01  -5.7190958e-02
   0.0000000e+00   0.0000000e+00   2.7614237e-01
   0.0000000e+00   0.0000000e+00  -2.7614237e-01
   0.0000000e+00   2.7614237e-01   0.0000000e+00
  -2.7614237e-01   0.0000000e+00   0.0000000e+00
   2.7614237e-01   0.0000000e+00   0.0000000e+00
   0.0000000e+00  -2.7614237e-01   0.0000000e+00
  -5.7190958e-02   1.3807119e-01   2.7614237e-01
   5.7190958e-02   1.3807119e-01   2.7614237e-01
  -1.3807119e-01   5.7190958e-02   2.7614237e-01
   1.3807119e-01   5.7190958e-02   2.7614237e-01
  -1.3807119e-01   5.7190958e-02  -2.7614237e-01
  -5.7190958e-02   1.3807119e-01  -2.7614237e-01
  -1.3807119e-01  -5.7190958e-02   2.7614237e-01
  -5.7190958e-02   2.7614237e-01   1.3807119e-01
  -1.3807119e-01  -5.7190958e-02  -2.7614237e-01
   5.7190958e-02   2.7614237e-01   1.3807119e-01
   1.3807119e-01  -5.7190958e-02   2.7614237e-01
   5.7190958e-02   1.3807119e-01  -2.7614237e-01
  -5.7190958e-02  -1.3807119e-01   2.7614237e-01
   5.7190958e-02  -1.3807119e-01   2.7614237e-01
  -5.7190958e-02  -1.3807119e-01  -2.7614237e-01
   1.3807119e-01   5.7190958e-02  -2.7614237e-01
  -1.3807119e-01   2.7614237e-01   5.7190958e-02
  -2.7614237e-01   5.7190958e-02   1.3807119e-01
   5.7190958e-02  -1.3807119e-01  -2.7614237e-01
   1.3807119e-01   2.7614237e-01   5.7190958e-02
   1.3807119e-01  -5.7190958e-02  -2.7614237e-01
  -2.7614237e-01   5.7190958e-02  -1.3807119e-01
