        68         33         53        323
       129        301        324        302
       301        129        324        323
       324        129         53        323
         2         68         33         53
        11          2         22          0
        11          2         68         22
         2         11         68         53
       107         11        129         53
       129        107         53        323
       107         68         53        323
        11        107         68         53
       107        129        301        323
       107         11         68         22
       107        301        300        323
        68        107         22        136
        68        107        136        323
       136        107        300        323
       331        125        204        339
       125        331        204        188
       217         68        166        188
       163         33        166        146
        33        163        166        188
        68         33        166        188
       163         62        204        188
        62        125        204        188
        33         62        163        188
        62         33         68        188
       136        313        217        299
       313        136        217        188
       217        136         68        188
         2         62         33         68
        22          2         16          0
        22          2         62         16
         2         22         62         68
        98         22        136         68
       136         98         68        188
        98         62         68        188
        22         98         62         68
        98        136        313        188
        98         22         62         16
        98        313        331        188
        62         98         16        125
        62         98        125        188
       125         98        331        188
       370        128        213        381
       128        370        213        182
       204         62        163        182
       167         33        163        146
        33        167        163        182
        62         33        163        182
       167         66        213        182
        66        128        213        182
        33         66        167        182
        66         33         62        182
       125        356        204        339
       356        125        204        182
       204        125         62        182
         2         66         33         62
        16          2         20          0
        16          2         66         20
         2         16         66         62
        94         16        125         62
       125         94         62        182
        94         66         62        182
        16         94         66         62
        94        125        356        182
        94         16         66         20
        94        356        370        182
        66         94         20        128
        66         94        128        182
       128         94        370        182
       328        137        326        338
       137        328        326        306
       264        109        259        306
       304        143        259        257
       143        304        259        306
       109        143        259        306
       304        117        326        306
       117        137        326        306
       143        117        304        306
       117        143        109        306
       130        308        264        268
       308        130        264        306
       264        130        109        306
        23        117        143        109
        12         23         17          0
        12         23        117         17
        23         12        117        109
       101         12        130        109
       130        101        109        306
       101        117        109        306
        12        101        117        109
       101        130        308        306
       101         12        117         17
       101        308        328        306
       117        101         17        137
       117        101        137        306
       137        101        328        306
       394        133        240        398
       133        394        240        220
       224        100        225        220
       232        134        225        249
       134        232        225        220
       100        134        225        220
       232        111        240        220
       111        133        240        220
       134        111        232        220
       111        134        100        220
       131        388        224        380
       388        131        224        220
       224        131        100        220
        26        111        134        100
        18         26         14          0
        18         26        111         14
        26         18        111        100
       103         18        131        100
       131        103        100        220
       103        111        100        220
        18        103        111        100
       103        131        388        220
       103         18        111         14
       103        388        394        220
       111        103         14        133
       111        103        133        220
       133        103        394        220
       228        122        390        382
       122        228        390        222
       239         96        235        222
       396        132        235        250
       132        396        235        222
        96        132        235        222
       396         91        390        222
        91        122        390        222
       132         91        396        222
        91        132         96        222
       126        231        239        251
       231        126        239        222
       239        126         96        222
        13         91        132         96
        10         13          8          0
        10         13         91          8
        13         10         91         96
        87         10        126         96
       126         87         96        222
        87         91         96        222
        10         87         91         96
        87        126        231        222
        87         10         91          8
        87        231        228        222
        91         87          8        122
        91         87        122        222
       122         87        228        222
       310        124        293        289
       124        310        293        312
       332         89        314        312
       298        129        314        302
       129        298        314        312
        89        129        314        312
       298         92        293        312
        92        124        293        312
       129         92        298        312
        92        129         89        312
       121        330        332        340
       330        121        332        312
       332        121         89        312
        11         92        129         89
         7         11          9          0
         7         11         92          9
        11          7         92         89
        86          7        121         89
       121         86         89        312
        86         92         89        312
         7         86         92         89
        86        121        330        312
        86          7         92          9
        86        330        310        312
        92         86          9        124
        92         86        124        312
       124         86        310        312
       330        121        196        340
       121        330        196        173
       198         39        150        173
       148         31        150        145
        31        148        150        173
        39         31        150        173
       148         37        196        173
        37        121        196        173
        31         37        148        173
        37         31         39        173
       124        310        198        289
       310        124        198        173
       198        124         39        173
         1         37         31         39
         9          1          7          0
         9          1         37          7
         1          9         37         39
        86          9        124         39
       124         86         39        173
        86         37         39        173
         9         86         37         39
        86        124        310        173
        86          9         37          7
        86        310        330        173
        37         86          7        121
        37         86        121        173
       121         86        330        173
       372        122        197        382
       122        372        197        172
       196         37        148        172
       149         31        148        145
        31        149        148        172
        37         31        148        172
       149         38        197        172
        38        122        197        172
        31         38        149        172
        38         31         37        172
       121        358        196        340
       358        121        196        172
       196        121         37        172
         1         38         31         37
         7          1          8          0
         7          1         38          8
         1          7         38         37
        85          7        121         37
       121         85         37        172
        85         38         37        172
         7         85         38         37
        85        121        358        172
        85          7         38          8
        85        358        372        172
        38         85          8        122
        38         85        122        172
       122         85        372        172
       231        126        201        251
       126        231        201        174
       197         38        149        174
       151         31        149        145
        31        151        149        174
        38         31        149        174
       151         40        201        174
        40        126        201        174
        31         40        151        174
        40         31         38        174
       122        228        197        382
       228        122        197        174
       197        122         38        174
         1         40         31         38
         8          1         10          0
         8          1         40         10
         1          8         40         38
        87          8        122         38
       122         87         38        174
        87         40         38        174
         8         87         40         38
        87        122        228        174
        87          8         40         10
        87        228        231        174
        40         87         10        126
        40         87        126        174
       126         87        231        174
       243        133        392        398
       133        243        392        177
       201         40        151        177
       378         31        151        145
        31        378        151        177
        40         31        151        177
       378         47        392        177
        47        133        392        177
        31         47        378        177
        47         31         40        177
       126        241        201        251
       241        126        201        177
       201        126         40        177
         1         47         31         40
        10          1         14          0
        10          1         47         14
         1         10         47         40
        97         10        126         40
       126         97         40        177
        97         47         40        177
        10         97         47         40
        97        126        241        177
        97         10         47         14
        97        241        243        177
        47         97         14        133
        47         97        133        177
       133         97        243        177
       388        131        374        380
       131        388        374        384
       392         47        378        384
       368         31        378        145
        31        368        378        384
        47         31        378        384
       368         50        374        384
        50        131        374        384
        31         50        368        384
        50         31         47        384
       133        394        392        398
       394        133        392        384
       392        133         47        384
         1         50         31         47
        14          1         18          0
        14          1         50         18
         1         14         50         47
       103         14        133         47
       133        103         47        384
       103         50         47        384
        14        103         50         47
       103        133        394        384
       103         14         50         18
       103        394        388        384
        50        103         18        131
        50        103        131        384
       131        103        388        384
       353        137        348        338
       137        353        348        361
       374         50        368        361
       354         31        368        145
        31        354        368        361
        50         31        368        361
       354         49        348        361
        49        137        348        361
        31         49        354        361
        49         31         50        361
       131        367        374        380
       367        131        374        361
       374        131         50        361
         1         49         31         50
        18          1         17          0
        18          1         49         17
         1         18         49         50
       105         18        131         50
       131        105         50        361
       105         49         50        361
        18        105         49         50
       105        131        367        361
       105         18         49         17
       105        367        353        361
        49        105         17        137
        49        105        137        361
       137        105        353        361
       308        130        319        268
       130        308        319        334
       348         49        354        334
       344         31        354        145
        31        344        354        334
        49         31        354        334
       344         43        319        334
        43        130        319        334
        31         43        344        334
        43         31         49        334
       137        328        348        338
       328        137        348        334
       348        137         49        334
         1         43         31         49
        17          1         12          0
        17          1         43         12
         1         17         43         49
       101         17        137         49
       137        101         49        334
       101         43         49        334
        17        101         43         49
       101        137        328        334
       101         17         43         12
       101        328        308        334
        43        101         12        130
        43        101        130        334
       130        101        308        334
       283        124        198        289
       124        283        198        321
       319         43        344        321
       150         31        344        145
        31        150        344        321
        43         31        344        321
       150         39        198        321
        39        124        198        321
        31         39        150        321
        39         31         43        321
       130        276        319        268
       276        130        319        321
       319        130         43        321
         1         39         31         43
        12          1          9          0
        12          1         39          9
         1         12         39         43
        93         12        130         43
       130         93         43        321
        93         39         43        321
        12         93         39         43
        93        130        276        321
        93         12         39          9
        93        276        283        321
        39         93          9        124
        39         93        124        321
       124         93        283        321
