
#####################
#### grain 13

#    orientation:
#
#    q = [7.438407e-01, 6.324508e-01, 2.031810e-01, -7.365114e-02]
#
#    R = [[9.066e-01, 3.666e-01, 2.091e-01],
#         [1.474e-01, 1.892e-01, -9.708e-01],
#         [-3.954e-01, 9.110e-01, 1.174e-01]]
#
#    left stretch tensor:
#
#    V = [[9.979e-01, -1.731e-04, -1.581e-04],
#         [-1.731e-04, 9.965e-01, -3.919e-04],
#         [-1.581e-04, -3.919e-04, 9.970e-01]]
#
#    logarithmic strain tensor (log(V) --> sample frame):
#
#    E = [[-2.129e-03, -1.736e-04, -1.585e-04],
#         [-1.736e-04, -3.517e-03, -3.932e-04],
#         [-1.585e-04, -3.932e-04, -2.986e-03]]
#
#    logarithmic strain tensor (log(U) --> crystal frame):
#
#    E = [[-2.180e-03, 9.938e-05, 2.243e-04],
#         [9.938e-05, -3.155e-03, 5.201e-04],
#         [2.243e-04, 5.201e-04, -3.297e-03]]
#
#    F^-T ( hkl --> (Xs, Ys, Zs), reciprocal lattice to sample frame ):
#
#        [[9.085e-01, 3.675e-01, 2.094e-01],
#         [1.480e-01, 1.903e-01, -9.742e-01],
#         [-3.964e-01, 9.138e-01, 1.174e-01]]
#
#    lattice parameters:
#
#    2.94437, 2.94197, 4.67008, 89.9613, 89.9743, 120.016
#
#    COM coordinates (Xs, Ys, Zs):
#    p = (-0.307693, 0.0102187, -0.402477)
#
#    reflection table:
#	spotID	hklID	H 	K 	L 	predTTh 	predEta 	predOme 	measTTh 	measEta 	measOme 	diffTTh 	diffEta 	diffOme 	predQx  	predQy  	predQz 		measX   	measY   	measOme
#
#    final completeness for grain 6: 81.0811%
#####################


#####################
#### grain 27

#    orientation:
#
#    q = [7.607225e-01, 6.473880e-01, -4.664983e-02, -3.714638e-03]
#
#    R = [[9.956e-01, -5.475e-02, -7.578e-02],
#         [-6.605e-02, 1.617e-01, -9.846e-01],
#         [6.617e-02, 9.853e-01, 1.574e-01]]
#
#    left stretch tensor:
#
#    V = [[9.966e-01, -1.148e-04, -4.490e-04],
#         [-1.148e-04, 9.970e-01, -6.039e-04],
#         [-4.490e-04, -6.039e-04, 9.973e-01]]
#
#    logarithmic strain tensor (log(V) --> sample frame):
#
#    E = [[-3.423e-03, -1.153e-04, -4.504e-04],
#         [-1.153e-04, -3.015e-03, -6.056e-04],
#         [-4.504e-04, -6.056e-04, -2.703e-03]]
#
#    logarithmic strain tensor (log(U) --> crystal frame):
#
#    E = [[-3.457e-03, -3.837e-04, 1.240e-04],
#         [-3.837e-04, -2.856e-03, 6.514e-04],
#         [1.240e-04, 6.514e-04, -2.828e-03]]
#
#    F^-T ( hkl --> (Xs, Ys, Zs), reciprocal lattice to sample frame ):
#
#        [[9.991e-01, -5.447e-02, -7.609e-02],
#         [-6.610e-02, 1.628e-01, -9.875e-01],
#         [6.675e-02, 9.881e-01, 1.572e-01]]
#
#    lattice parameters:
#
#    2.94062, 2.94292, 4.67227, 89.9425, 89.9858, 120.018
#
#    COM coordinates (Xs, Ys, Zs):
#    p = (-0.086273, -0.00677029, -0.324865)
#
#    reflection table:
#	spotID	hklID	H 	K 	L 	predTTh 	predEta 	predOme 	measTTh 	measEta 	measOme 	diffTTh 	diffEta 	diffOme 	predQx  	predQy  	predQz 		measX   	measY   	measOme
	309	0	-1	0	0	4.2585e+00	-1.7862e+02	3.5496e+01	4.2573e+00	-1.7856e+02	3.5715e+01	1.1771e-03	6.2651e-02	2.1870e-01	-3.2791e-01	-9.4597e-03	-2.1594e-01	1.0226e+03	6.5010e+02	3.5715e+01
	-999	0	0	-1	0	4.2551e+00	-1.7065e+02	9.5312e+01	nan       	nan       	nan       	7.4532e-03	2.7449e+00	5.4556e+00	2.1316e-02	-6.3718e-02	-3.8664e-01	nan       	nan       	nan
	2702	0	1	-1	0	4.2556e+00	-1.7205e+02	1.5610e+02	4.2528e+00	-1.7200e+02	1.5626e+02	2.8212e-03	5.1645e-02	1.6205e-01	3.4923e-01	-5.4259e-02	-1.7070e-01	1.0650e+03	6.5482e+02	1.5626e+02
	1412	0	0	1	0	4.2551e+00	9.3508e+00	9.0999e+01	4.2549e+00	9.3191e+00	9.1265e+01	2.2440e-04	3.1661e-02	2.6573e-01	-2.1316e-02	6.3718e-02	3.8664e-01	9.5297e+02	1.3887e+03	9.1265e+01
	-999	0	-1	1	0	4.2556e+00	7.9518e+00	1.5180e+02	nan       	nan       	nan       	2.0012e-02	6.4332e+00	4.6299e-01	-3.4923e-01	5.4259e-02	1.7070e-01	nan       	nan       	nan
	217	0	1	0	0	4.2585e+00	1.3811e+00	3.1237e+01	4.2527e+00	1.4504e+00	3.1267e+01	5.7559e-03	6.9287e-02	3.0686e-02	3.2791e-01	9.4597e-03	2.1594e-01	1.0038e+03	1.3936e+03	3.1267e+01
	2193	1	0	0	-2	4.6416e+00	9.9761e+01	1.2927e+02	4.6432e+00	9.9772e+01	1.2976e+02	1.6597e-03	1.1036e-02	4.9153e-01	3.2478e-02	4.2152e-01	-6.7109e-02	6.1316e+02	9.5325e+02	1.2976e+02
	1642	1	0	0	2	4.6416e+00	-8.0239e+01	1.0238e+02	4.6423e+00	-8.0220e+01	1.0227e+02	7.3845e-04	1.8841e-02	1.1422e-01	-3.2478e-02	-4.2152e-01	6.7109e-02	1.4134e+03	1.0906e+03	1.0227e+02
	211	2	-1	0	1	4.8518e+00	-1.5049e+02	3.0709e+01	4.8494e+00	-1.5038e+02	3.0765e+01	2.4095e-03	1.0255e-01	5.5674e-02	-3.4415e-01	-2.2022e-01	-1.8239e-01	1.2227e+03	6.5344e+02	3.0765e+01
	1465	2	0	-1	1	4.8498e+00	-1.4210e+02	9.3896e+01	4.8481e+00	-1.4213e+02	9.3799e+01	1.6813e-03	2.3018e-02	9.6246e-02	5.0774e-03	-2.7448e-01	-3.5309e-01	1.2735e+03	6.8691e+02	9.3799e+01
	1552	2	0	-1	-1	4.8445e+00	1.6077e+02	9.7673e+01	4.8476e+00	1.6074e+02	9.7764e+01	3.0751e-03	2.4523e-02	9.1789e-02	3.7555e-02	1.4704e-01	-4.2020e-01	8.7346e+02	6.2156e+02	9.7764e+01
	2658	2	1	-1	-1	4.8467e+00	1.5949e+02	1.5339e+02	4.8449e+00	1.5951e+02	1.5327e+02	1.7902e-03	2.8787e-02	1.2078e-01	3.6547e-01	1.5650e-01	-2.0425e-01	8.6497e+02	6.2599e+02	1.5327e+02
	413	2	-1	0	-1	4.8483e+00	1.5322e+02	4.1393e+01	4.8499e+00	1.5328e+02	4.1264e+01	1.5950e-03	6.0830e-02	1.2857e-01	-3.1167e-01	2.0130e-01	-2.4950e-01	8.2264e+02	6.4319e+02	4.1264e+01
	1432	2	0	1	1	4.8445e+00	-1.9233e+01	9.2542e+01	4.8469e+00	-1.9252e+01	9.2756e+01	2.3881e-03	1.8496e-02	2.1415e-01	-3.7555e-02	-1.4704e-01	4.2020e-01	1.1531e+03	1.4220e+03	9.2756e+01
	2558	2	-1	1	1	4.8467e+00	-2.0515e+01	1.4821e+02	4.8478e+00	-2.0470e+01	1.4826e+02	1.1233e-03	4.4953e-02	5.0135e-02	-3.6547e-01	-1.5650e-01	2.0425e-01	1.1616e+03	1.4202e+03	1.4826e+02
	301	2	1	0	1	4.8483e+00	-2.6783e+01	3.5963e+01	4.8451e+00	-2.6748e+01	3.5764e+01	3.2167e-03	3.4930e-02	1.9811e-01	3.1167e-01	-2.0130e-01	2.4950e-01	1.2040e+03	1.4003e+03	3.5764e+01
	2689	2	-1	1	-1	4.8485e+00	3.6387e+01	1.5460e+02	4.8488e+00	3.6408e+01	1.5485e+02	2.8410e-04	2.0873e-02	2.4428e-01	-3.3299e-01	2.6502e-01	1.3714e-01	7.6140e+02	1.3643e+03	1.5485e+02
	119	2	1	0	-1	4.8518e+00	2.9513e+01	2.5135e+01	4.8450e+00	2.9644e+01	2.5266e+01	6.7999e-03	1.3163e-01	1.3073e-01	3.4415e-01	2.2022e-01	1.8239e-01	8.0364e+02	1.3903e+03	2.5266e+01
	1343	2	0	1	-1	4.8498e+00	3.7897e+01	8.7752e+01	4.8470e+00	3.7889e+01	8.7765e+01	2.8030e-03	8.4357e-03	1.3105e-02	-5.0774e-03	2.7448e-01	3.5309e-01	7.5283e+02	1.3561e+03	8.7765e+01
	-999	3	-1	0	2	6.3034e+00	-1.3204e+02	2.7140e+01	nan       	nan       	nan       	4.1765e-04	1.3953e+00	7.6328e+00	-3.6039e-01	-4.3097e-01	-1.4884e-01	nan       	nan       	nan
	1457	3	0	-1	2	6.3025e+00	-1.2325e+02	9.3733e+01	6.2998e+00	-1.2325e+02	9.3772e+01	2.7326e-03	2.7581e-03	3.8470e-02	-1.1162e-02	-4.8523e-01	-3.1953e-01	1.4747e+03	7.1891e+02	9.3772e+01
	-999	3	0	-1	-2	6.2943e+00	1.4187e+02	1.0076e+02	nan       	nan       	nan       	2.6290e-03	1.5175e+00	3.0087e+00	5.3794e-02	3.5780e-01	-4.5375e-01	nan       	nan       	nan
	2640	3	1	-1	-2	6.2974e+00	1.4069e+02	1.5214e+02	6.2937e+00	1.4072e+02	1.5227e+02	3.6666e-03	2.3933e-02	1.2584e-01	3.8171e-01	3.6726e-01	-2.3781e-01	6.6430e+02	5.9619e+02	1.5227e+02
	-999	3	-1	0	-2	6.2979e+00	1.3471e+02	4.8245e+01	nan       	nan       	nan       	3.6820e-03	5.8746e+00	5.2292e-01	-2.9544e-01	4.1206e-01	-2.8305e-01	nan       	nan       	nan
	-999	3	0	1	2	6.2943e+00	-3.8130e+01	9.2763e+01	nan       	nan       	nan       	9.9757e-03	1.4239e+00	3.0071e+00	-5.3794e-02	-3.5780e-01	4.5375e-01	nan       	nan       	nan
	-999	3	-1	1	2	6.2974e+00	-3.9307e+01	1.4401e+02	nan       	nan       	nan       	2.1366e-02	8.4151e+00	2.4435e-01	-3.8171e-01	-3.6726e-01	2.3781e-01	nan       	nan       	nan
	-999	3	1	0	2	6.2979e+00	-4.5290e+01	3.9302e+01	nan       	nan       	nan       	1.8435e-03	5.8194e+00	1.4640e+00	2.9544e-01	-4.1206e-01	2.8305e-01	nan       	nan       	nan
	2699	3	-1	1	-2	6.3001e+00	5.5114e+01	1.5639e+02	6.3013e+00	5.5184e+01	1.5627e+02	1.1430e-03	6.9345e-02	1.2316e-01	-3.1675e-01	4.7577e-01	1.0359e-01	5.5984e+02	1.3382e+03	1.5627e+02
	-999	3	0	1	-2	6.3025e+00	5.6750e+01	8.2265e+01	nan       	nan       	nan       	1.2804e-02	1.6814e+00	5.0054e-01	1.1162e-02	4.8523e-01	3.1953e-01	nan       	nan       	nan
	910	4	-1	-1	0	7.3770e+00	-1.7381e+02	6.6743e+01	7.3753e+00	-1.7381e+02	6.6766e+01	1.7450e-03	2.4040e-03	2.2730e-02	-3.0660e-01	-7.3178e-02	-6.0259e-01	1.0829e+03	3.7871e+02	6.6766e+01
	2143	4	1	-2	0	7.3721e+00	-1.6998e+02	1.2736e+02	7.3730e+00	-1.7000e+02	1.2727e+02	8.3821e-04	2.1216e-02	9.2150e-02	3.7055e-01	-1.1798e-01	-5.5734e-01	1.1254e+03	3.8537e+02	1.2727e+02
	761	4	1	1	0	7.3770e+00	6.1903e+00	5.9323e+01	7.3728e+00	6.1937e+00	5.9269e+01	4.2808e-03	3.4735e-03	5.3373e-02	3.0660e-01	7.3178e-02	6.0259e-01	9.4340e+02	1.6650e+03	5.9269e+01
	2003	4	-1	2	0	7.3721e+00	1.0018e+01	1.1987e+02	7.3749e+00	9.9983e+00	1.1976e+02	2.7126e-03	1.9743e-02	1.1000e-01	-3.7055e-01	1.1798e-01	5.5734e-01	9.0079e+02	1.6597e+03	1.1976e+02
	110	5	-1	0	3	8.1693e+00	-1.2130e+02	2.4845e+01	8.1666e+00	-1.2115e+02	2.5266e+01	2.6929e-03	1.5176e-01	4.2071e-01	-3.7663e-01	-6.4173e-01	-1.1528e-01	1.6270e+03	6.5103e+02	2.5266e+01
	1490	5	0	-1	3	8.1692e+00	-1.1207e+02	9.5286e+01	8.1667e+00	-1.1206e+02	9.5324e+01	2.4869e-03	1.3670e-02	3.7699e-02	-2.7400e-02	-6.9599e-01	-2.8598e-01	1.6783e+03	7.5202e+02	9.5324e+01
	1681	5	0	-1	-3	8.1597e+00	1.3072e+02	1.0442e+02	8.1657e+00	1.3072e+02	1.0474e+02	6.0559e-03	6.6488e-04	3.1735e-01	7.0033e-02	5.6855e-01	-4.8731e-01	4.6996e+02	5.5403e+02	1.0474e+02
	2632	5	1	-1	-3	8.1631e+00	1.2963e+02	1.5209e+02	8.1640e+00	1.2966e+02	1.5227e+02	9.0280e-04	2.7054e-02	1.7249e-01	3.9795e-01	5.7801e-01	-2.7136e-01	4.6138e+02	5.6532e+02	1.5227e+02
	692	5	-1	0	-3	8.1630e+00	1.2391e+02	5.5881e+01	8.1671e+00	1.2397e+02	5.5773e+01	4.0331e-03	5.3618e-02	1.0769e-01	-2.7920e-01	6.2281e-01	-3.1661e-01	4.1876e+02	6.2107e+02	5.5773e+01
	1421	5	0	1	3	8.1597e+00	-4.9279e+01	9.1939e+01	8.1652e+00	-4.9283e+01	9.1804e+01	5.4997e-03	3.8751e-03	1.3512e-01	-7.0033e-02	-5.6855e-01	4.8731e-01	1.5575e+03	1.4899e+03	9.1804e+01
	2389	5	-1	1	3	8.1631e+00	-5.0371e+01	1.3933e+02	8.1659e+00	-5.0324e+01	1.3927e+02	2.8207e-03	4.6530e-02	5.7537e-02	-3.9795e-01	-5.7801e-01	2.7136e-01	1.5661e+03	1.4810e+03	1.3927e+02
	412	5	1	0	3	8.1630e+00	-5.6087e+01	4.1305e+01	8.1645e+00	-5.6052e+01	4.1270e+01	1.4472e-03	3.5237e-02	3.4182e-02	2.7920e-01	-6.2281e-01	3.1661e-01	1.6086e+03	1.4226e+03	4.1270e+01
	2712	5	-1	1	-3	8.1663e+00	6.6125e+01	1.5688e+02	8.1674e+00	6.6211e+01	1.5677e+02	1.1543e-03	8.6729e-02	1.0869e-01	-3.0051e-01	6.8653e-01	7.0036e-02	3.5648e+02	1.3124e+03	1.5677e+02
	1058	5	0	1	-3	8.1692e+00	6.7926e+01	7.3768e+01	8.1673e+00	6.7953e+01	7.4264e+01	1.8422e-03	2.6568e-02	4.9641e-01	2.7400e-02	6.9599e-01	2.8598e-01	3.4824e+02	1.2907e+03	7.4264e+01
#
#    final completeness for grain 27: 79.0698%
#####################


#####################
#### grain 16

#    orientation:
#
#    q = [7.229924e-01, 6.750529e-01, 1.116974e-01, -9.544241e-02]
#
#    R = [[9.568e-01, 2.888e-01, 3.266e-02],
#         [1.280e-02, 7.039e-02, -9.974e-01],
#         [-2.904e-01, 9.548e-01, 6.365e-02]]
#
#    left stretch tensor:
#
#    V = [[9.971e-01, 8.864e-06, 7.734e-04],
#         [8.864e-06, 9.980e-01, -3.806e-05],
#         [7.734e-04, -3.806e-05, 9.969e-01]]
#
#    logarithmic strain tensor (log(V) --> sample frame):
#
#    E = [[-2.902e-03, 8.901e-06, 7.758e-04],
#         [8.901e-06, -1.993e-03, -3.816e-05],
#         [7.758e-04, -3.816e-05, -3.119e-03]]
#
#    logarithmic strain tensor (log(U) --> crystal frame):
#
#    E = [[-3.351e-03, 7.056e-04, 1.273e-05],
#         [7.056e-04, -2.673e-03, -4.937e-06],
#         [1.273e-05, -4.937e-06, -1.991e-03]]
#
#    F^-T ( hkl --> (Xs, Ys, Zs), reciprocal lattice to sample frame ):
#
#        [[9.598e-01, 2.889e-01, 3.271e-02],
#         [1.280e-02, 7.056e-02, -9.994e-01],
#         [-2.920e-01, 9.576e-01, 6.379e-02]]
#
#    lattice parameters:
#
#    2.94093, 2.94063, 4.67618, 90.0012, 89.9985, 119.922
#
#    COM coordinates (Xs, Ys, Zs):
#    p = (0.472457, 0.0123267, -0.180591)
#
#    reflection table:
#	spotID	hklID	H 	K 	L 	predTTh 	predEta 	predOme 	measTTh 	measEta 	measOme 	diffTTh 	diffEta 	diffOme 	predQx  	predQy  	predQz 		measX   	measY   	measOme
	1075	0	0	-1	0	4.2543e+00	-1.7596e+02	7.5343e+01	4.2563e+00	-1.7597e+02	7.5263e+01	1.9549e-03	1.3278e-02	7.9716e-02	-1.1305e-01	-2.7613e-02	-3.7471e-01	1.0392e+03	6.5211e+02	7.5263e+01
	2300	0	1	-1	0	4.2591e+00	-1.7862e+02	1.3532e+02	4.2565e+00	-1.7861e+02	1.3526e+02	2.5833e-03	5.2193e-03	5.4269e-02	2.6875e-01	-9.4682e-03	-2.8632e-01	1.0221e+03	6.4914e+02	1.3526e+02
	999	0	0	1	0	4.2543e+00	4.0383e+00	7.1078e+01	4.2562e+00	4.0228e+00	7.1258e+01	1.8412e-03	1.5508e-02	1.7947e-01	1.1305e-01	2.7613e-02	3.7471e-01	9.8703e+02	1.3941e+03	7.1258e+01
	2217	0	-1	1	0	4.2591e+00	1.3821e+00	1.3106e+02	4.2571e+00	1.3862e+00	1.3126e+02	1.9681e-03	4.0419e-03	2.0541e-01	-2.6875e-01	9.4682e-03	2.8632e-01	1.0041e+03	1.3929e+03	1.3126e+02
	1544	1	0	0	-2	4.6377e+00	9.3385e+01	9.7291e+01	4.6373e+00	9.3375e+01	9.7213e+01	3.9699e-04	1.0647e-02	7.8192e-02	-1.3962e-02	4.2660e-01	-2.7229e-02	6.0867e+02	9.9808e+02	9.7213e+01
	-999	1	0	0	2	4.6377e+00	-8.6615e+01	2.8414e+01	nan       	nan       	nan       	2.9447e-05	8.7191e-03	2.6465e+00	1.3962e-02	-4.2660e-01	2.7229e-02	nan       	nan       	nan
	1107	2	0	-1	1	4.8455e+00	-1.4734e+02	7.6507e+01	4.8465e+00	-1.4736e+02	7.6743e+01	9.9996e-04	1.6332e-02	2.3675e-01	-1.0607e-01	-2.4091e-01	-3.6109e-01	1.2415e+03	6.6617e+02	7.6743e+01
	2369	2	1	-1	1	4.8497e+00	-1.5010e+02	1.3811e+02	4.8468e+00	-1.5007e+02	1.3826e+02	2.8769e-03	2.7570e-02	1.5013e-01	2.7573e-01	-2.2277e-01	-2.7270e-01	1.2245e+03	6.5362e+02	1.3826e+02
	1083	2	0	-1	-1	4.8455e+00	1.5542e+02	7.5487e+01	4.8471e+00	1.5542e+02	7.5269e+01	1.5046e-03	1.2107e-03	2.1737e-01	-1.2004e-01	1.8569e-01	-3.8832e-01	8.3702e+02	6.3779e+02	7.5269e+01
	2266	2	1	-1	-1	4.8498e+00	1.5286e+02	1.3384e+02	4.8473e+00	1.5286e+02	1.3377e+02	2.5134e-03	4.3069e-03	7.1748e-02	2.6177e-01	2.0383e-01	-2.9993e-01	8.1988e+02	6.4393e+02	1.3377e+02
	984	2	0	1	1	4.8455e+00	-2.4577e+01	7.0159e+01	4.8484e+00	-2.4573e+01	7.0263e+01	2.8577e-03	3.3950e-03	1.0395e-01	1.2004e-01	-1.8569e-01	3.8832e-01	1.1895e+03	1.4087e+03	7.0263e+01
	2160	2	-1	1	1	4.8498e+00	-2.7139e+01	1.2839e+02	4.8482e+00	-2.7158e+01	1.2828e+02	1.5429e-03	1.8463e-02	1.1069e-01	-2.6177e-01	-2.0383e-01	2.9993e-01	1.2067e+03	1.3983e+03	1.2828e+02
	2245	2	-1	1	-1	4.8497e+00	2.9904e+01	1.3252e+02	4.8471e+00	2.9922e+01	1.3248e+02	2.5575e-03	1.8470e-02	4.2093e-02	-2.7573e-01	2.2277e-01	2.7270e-01	8.0167e+02	1.3883e+03	1.3248e+02
	989	2	0	1	-1	4.8455e+00	3.2657e+01	7.0753e+01	4.8466e+00	3.2631e+01	7.0765e+01	1.1102e-03	2.6520e-02	1.2728e-02	1.0607e-01	2.4091e-01	3.6109e-01	7.8463e+02	1.3799e+03	7.0765e+01
	1157	3	0	-1	2	6.2950e+00	-1.2839e+02	7.9143e+01	6.2956e+00	-1.2841e+02	7.9267e+01	5.7891e-04	1.2617e-02	1.2396e-01	-9.9093e-02	-4.5422e-01	-3.4748e-01	1.4450e+03	6.8029e+02	7.9267e+01
	-999	3	1	-1	2	6.2982e+00	-1.3123e+02	1.4227e+02	nan       	nan       	nan       	2.5862e-02	1.2418e+00	5.0004e+00	2.8271e-01	-4.3607e-01	-2.5909e-01	nan       	nan       	nan
	1103	3	0	-1	-2	6.2950e+00	1.3649e+02	7.6799e+01	6.2967e+00	1.3650e+02	7.6780e+01	1.6138e-03	1.2500e-02	1.8947e-02	-1.2702e-01	3.9899e-01	-4.0194e-01	6.3393e+02	6.2315e+02	7.6780e+01
	-999	3	1	-1	-2	6.2983e+00	1.3400e+02	1.3363e+02	nan       	nan       	nan       	3.1044e-02	7.5660e+00	3.8553e+00	2.5479e-01	4.1714e-01	-3.1355e-01	nan       	nan       	nan
	0	3	-1	0	-2	6.2947e+00	1.3518e+02	2.0718e+01	6.2961e+00	1.3533e+02	2.0842e+01	1.4508e-03	1.4655e-01	1.2467e-01	-3.9577e-01	4.0846e-01	-1.1562e-01	6.2579e+02	6.3320e+02	2.0842e+01
	-999	3	0	1	2	6.2950e+00	-4.3509e+01	6.8127e+01	nan       	nan       	nan       	1.6253e-02	4.9350e+00	4.3998e+00	1.2702e-01	-3.9899e-01	4.0194e-01	nan       	nan       	nan
	-999	3	-1	1	2	6.2983e+00	-4.6005e+01	1.2457e+02	nan       	nan       	nan       	1.4940e-02	5.6559e+00	1.1801e+01	-2.5479e-01	-4.1714e-01	3.1355e-01	nan       	nan       	nan
	2251	3	-1	1	-2	6.2982e+00	4.8771e+01	1.3273e+02	6.2960e+00	4.8796e+01	1.3277e+02	2.1051e-03	2.5770e-02	4.3078e-02	-2.8271e-01	4.3607e-01	2.5909e-01	5.9819e+02	1.3842e+03	1.3277e+02
	962	3	0	1	-2	6.2950e+00	5.1606e+01	6.9023e+01	6.2950e+00	5.1587e+01	6.9269e+01	1.8842e-05	1.9116e-02	2.4547e-01	9.9093e-02	4.5422e-01	3.4748e-01	5.8120e+02	1.3656e+03	6.9269e+01
	528	4	-1	-1	0	7.3689e+00	-1.7613e+02	4.6794e+01	7.3752e+00	-1.7608e+02	4.6768e+01	6.2928e-03	4.5282e-02	2.5623e-02	-4.9486e-01	-4.5757e-02	-4.6310e-01	1.0572e+03	3.7937e+02	4.6768e+01
	1725	4	1	-2	0	7.3779e+00	-1.7687e+02	1.0695e+02	7.3761e+00	-1.7690e+02	1.0677e+02	1.8224e-03	2.8157e-02	1.8042e-01	1.5570e-01	-3.7081e-02	-6.6103e-01	1.0481e+03	3.7619e+02	1.0677e+02
	377	4	1	1	0	7.3689e+00	3.8703e+00	3.9408e+01	7.3752e+00	3.9128e+00	3.9266e+01	6.3442e-03	4.2502e-02	1.4183e-01	4.9486e-01	4.5757e-02	4.6310e-01	9.6897e+02	1.6701e+03	3.9266e+01
	1584	4	-1	2	0	7.3779e+00	3.1318e+00	9.9559e+01	7.3763e+00	3.1022e+00	9.9716e+01	1.6306e-03	2.9679e-02	1.5625e-01	-1.5570e-01	3.7081e-02	6.6103e-01	9.7810e+02	1.6682e+03	9.9716e+01
	2756	4	-2	1	0	7.3771e+00	-7.3252e-01	1.5939e+02	7.3764e+00	-6.6414e-01	1.5927e+02	7.1094e-04	6.8377e-02	1.1713e-01	-6.5056e-01	-8.6762e-03	1.9793e-01	1.0206e+03	1.6682e+03	1.5927e+02
	1260	5	0	-1	3	8.1590e+00	-1.1714e+02	8.3462e+01	8.1592e+00	-1.1715e+02	8.3760e+01	2.0533e-04	1.0170e-02	2.9819e-01	-9.2112e-02	-6.6752e-01	-3.3387e-01	1.6506e+03	6.9554e+02	8.3760e+01
	2546	5	1	-1	3	8.1614e+00	-1.2007e+02	1.4783e+02	8.1601e+00	-1.2003e+02	1.4777e+02	1.3430e-03	3.8936e-02	6.1075e-02	2.8970e-01	-6.4937e-01	-2.4547e-01	1.6337e+03	6.6196e+02	1.4777e+02
	1166	5	0	-1	-3	8.1591e+00	1.2529e+02	7.9166e+01	8.1603e+00	1.2530e+02	7.9254e+01	1.2204e-03	1.3333e-02	8.8176e-02	-1.3400e-01	6.1229e-01	-4.1555e-01	4.2887e+02	6.0899e+02	7.9254e+01
	2291	5	1	-1	-3	8.1616e+00	1.2284e+02	1.3464e+02	8.1604e+00	1.2282e+02	1.3477e+02	1.2756e-03	1.6908e-02	1.3128e-01	2.4781e-01	6.3044e-01	-3.2716e-01	4.1134e+02	6.3265e+02	1.3477e+02
	106	5	-1	0	-3	8.1588e+00	1.2401e+02	2.5056e+01	8.1597e+00	1.2416e+02	2.4773e+01	9.0353e-04	1.4837e-01	2.8308e-01	-4.0275e-01	6.2176e-01	-1.2923e-01	4.2071e+02	6.2288e+02	2.4773e+01
	-999	5	0	1	3	8.1591e+00	-5.4712e+01	6.5089e+01	nan       	nan       	nan       	6.3960e-03	3.4634e+00	3.8534e+00	1.3400e-01	-6.1229e-01	4.1555e-01	nan       	nan       	nan
	2004	5	-1	1	3	8.1616e+00	-5.7160e+01	1.1965e+02	8.1614e+00	-5.7174e+01	1.1976e+02	2.7157e-04	1.4293e-02	1.1708e-01	-2.4781e-01	-6.3044e-01	3.2716e-01	1.6160e+03	1.4101e+03	1.1976e+02
	2225	5	-1	1	-3	8.1614e+00	5.9934e+01	1.3162e+02	8.1593e+00	5.9962e+01	1.3175e+02	2.1640e-03	2.8757e-02	1.2781e-01	-2.8970e-01	6.4937e-01	2.4547e-01	3.9272e+02	1.3796e+03	1.3175e+02
	890	5	0	1	-3	8.1590e+00	6.2859e+01	6.5690e+01	8.1580e+00	6.2843e+01	6.5775e+01	1.0557e-03	1.6682e-02	8.4562e-02	9.2112e-02	6.6752e-01	3.3387e-01	3.7578e+02	1.3502e+03	6.5775e+01
#
#    final completeness for grain 16: 83.7838%
#####################


#####################
#### grain 5

#    orientation:
#
#    q = [7.321715e-01, 5.219361e-01, 4.009006e-01, -1.754605e-01]
#
#    R = [[6.170e-01, 6.754e-01, 4.039e-01],
#         [1.616e-01, 3.936e-01, -9.050e-01],
#         [-7.702e-01, 6.236e-01, 1.337e-01]]
#
#    left stretch tensor:
#
#    V = [[9.981e-01, 1.390e-04, 2.493e-04],
#         [1.390e-04, 9.965e-01, -5.554e-04],
#         [2.493e-04, -5.554e-04, 9.969e-01]]
#
#    logarithmic strain tensor (log(V) --> sample frame):
#
#    E = [[-1.871e-03, 1.395e-04, 2.500e-04],
#         [1.395e-04, -3.463e-03, -5.572e-04],
#         [2.500e-04, -5.572e-04, -3.087e-03]]
#
#    logarithmic strain tensor (log(U) --> crystal frame):
#
#    E = [[-2.705e-03, 6.110e-04, -1.683e-04],
#         [6.110e-04, -2.579e-03, 7.732e-04],
#         [-1.683e-04, 7.732e-04, -3.136e-03]]
#
#    F^-T ( hkl --> (Xs, Ys, Zs), reciprocal lattice to sample frame ):
#
#        [[6.183e-01, 6.765e-01, 4.047e-01],
#         [1.616e-01, 3.952e-01, -9.081e-01],
#         [-7.727e-01, 6.256e-01, 1.335e-01]]
#
#    lattice parameters:
#
#    2.94283, 2.94155, 4.67083, 89.9136, 90.0192, 119.944
#
#    COM coordinates (Xs, Ys, Zs):
#    p = (-0.550572, 0.0140707, 0.104506)
#
#    reflection table:
#	spotID	hklID	H 	K 	L 	predTTh 	predEta 	predOme 	measTTh 	measEta 	measOme 	diffTTh 	diffEta 	diffOme 	predQx  	predQy  	predQz 		measX   	measY   	measOme
	488	0	0	-1	0	4.2539e+00	-1.5677e+02	4.5076e+01	4.2538e+00	-1.5672e+02	4.5243e+01	1.0406e-04	4.2386e-02	1.6662e-01	-2.6472e-01	-1.5465e-01	-2.4480e-01	1.1600e+03	6.7997e+02	4.5243e+01
