
#####################
#### grain 13

#    orientation:
#
#    q = [7.438407e-01, 6.324508e-01, 2.031810e-01, -7.365114e-02]
#
#    R = [[9.066e-01, 3.666e-01, 2.091e-01],
#         [1.474e-01, 1.892e-01, -9.708e-01],
#         [-3.954e-01, 9.110e-01, 1.174e-01]]
#
#    left stretch tensor:
#
#    V = [[9.979e-01, -1.731e-04, -1.581e-04],
#         [-1.731e-04, 9.965e-01, -3.919e-04],
#         [-1.581e-04, -3.919e-04, 9.970e-01]]
#
#    logarithmic strain tensor (log(V) --> sample frame):
#
#    E = [[-2.129e-03, -1.736e-04, -1.585e-04],
#         [-1.736e-04, -3.517e-03, -3.932e-04],
#         [-1.585e-04, -3.932e-04, -2.986e-03]]
#
#    logarithmic strain tensor (log(U) --> crystal frame):
#
#    E = [[-2.180e-03, 9.938e-05, 2.243e-04],
#         [9.938e-05, -3.155e-03, 5.201e-04],
#         [2.243e-04, 5.201e-04, -3.297e-03]]
#
#    F^-T ( hkl --> (Xs, Ys, Zs), reciprocal lattice to sample frame ):
#
#        [[9.085e-01, 3.675e-01, 2.094e-01],
#         [1.480e-01, 1.903e-01, -9.742e-01],
#         [-3.964e-01, 9.138e-01, 1.174e-01]]
#
#    lattice parameters:
#
#    2.94437, 2.94197, 4.67008, 89.9613, 89.9743, 120.016
#
#    COM coordinates (Xs, Ys, Zs):
#    p = (-0.307693, 0.0102187, -0.402477)
#
#    reflection table:
#	spotID	hklID	H 	K 	L 	predTTh 	predEta 	predOme 	measTTh 	measEta 	measOme 	diffTTh 	diffEta 	diffOme 	predQx  	predQy  	predQz 		measX   	measY   	measOme
	342	5	-1	0	-3	8.1614e+00	1.2666e+02	3.7485e+01	8.1645e+00	1.2674e+02	3.7289e+01	3.0973e-03	7.9150e-02	1.9557e-01	-3.8808e-01	6.0190e-01	-2.3016e-01	4.3861e+02	5.9475e+02	3.7289e+01
	1003	5	0	1	3	8.1598e+00	-4.6356e+01	7.1162e+01	8.1640e+00	-4.6363e+01	7.1267e+01	4.2179e-03	7.0983e-03	1.0415e-01	1.1653e-01	-5.4287e-01	5.0730e-01	1.5327e+03	1.5197e+03	7.1267e+01
	1917	5	-1	1	3	8.1621e+00	-4.9132e+01	1.1620e+02	8.1651e+00	-4.9109e+01	1.1627e+02	3.0614e-03	2.2754e-02	7.3044e-02	-2.6479e-01	-5.6746e-01	4.1693e-01	1.5558e+03	1.4945e+03	1.1627e+02
	86	5	1	0	3	8.1614e+00	-5.3339e+01	2.3858e+01	8.1631e+00	-5.3280e+01	2.3766e+01	1.6480e-03	5.9087e-02	9.1716e-02	3.8808e-01	-6.0190e-01	2.3016e-01	1.5885e+03	1.4525e+03	2.3766e+01
	2464	5	-1	1	-3	8.1643e+00	6.5967e+01	1.4379e+02	8.1648e+00	6.6041e+01	1.4376e+02	4.8741e-04	7.4038e-02	2.7042e-02	-2.7830e-01	6.8553e-01	1.3736e-01	3.5768e+02	1.3155e+03	1.4376e+02
	655	5	0	1	-3	8.1678e+00	7.1028e+01	5.3273e+01	8.1646e+00	7.1068e+01	5.3764e+01	3.1591e-03	4.0059e-02	4.9093e-01	1.0302e-01	7.1012e-01	2.2773e-01	3.3449e+02	1.2567e+03	5.3764e+01
#
#    final completeness for grain 22: 89.4737%
#####################


#####################
#### grain 17

#    orientation:
#
#    q = [7.710903e-01, 6.173931e-01, 1.517626e-01, 3.483574e-02]
#
#    R = [[9.515e-01, 1.337e-01, 2.771e-01],
#         [2.411e-01, 2.352e-01, -9.416e-01],
#         [-1.910e-01, 9.627e-01, 1.916e-01]]
#
#    left stretch tensor:
#
#    V = [[9.964e-01, -3.678e-04, 2.924e-04],
#         [-3.678e-04, 9.981e-01, -2.184e-04],
#         [2.924e-04, -2.184e-04, 9.970e-01]]
#
#    logarithmic strain tensor (log(V) --> sample frame):
#
#    E = [[-3.616e-03, -3.688e-04, 2.933e-04],
#         [-3.688e-04, -1.937e-03, -2.189e-04],
#         [2.933e-04, -2.189e-04, -3.041e-03]]
#
#    logarithmic strain tensor (log(U) --> crystal frame):
#
#    E = [[-3.753e-03, 1.153e-04, -1.080e-04],
#         [1.153e-04, -3.037e-03, 3.082e-05],
#         [-1.080e-04, 3.082e-05, -1.804e-03]]
#
#    F^-T ( hkl --> (Xs, Ys, Zs), reciprocal lattice to sample frame ):
#
#        [[9.551e-01, 1.340e-01, 2.777e-01],
#         [2.419e-01, 2.359e-01, -9.432e-01],
#         [-1.918e-01, 9.657e-01, 1.919e-01]]
#
#    lattice parameters:
#
#    2.93975, 2.94103, 4.67706, 89.9908, 90.0124, 119.972
#
#    COM coordinates (Xs, Ys, Zs):
#    p = (0.576029, -0.0109099, -0.277801)
#
#    reflection table:
#	spotID	hklID	H 	K 	L 	predTTh 	predEta 	predOme 	measTTh 	measEta 	measOme 	diffTTh 	diffEta 	diffOme 	predQx  	predQy  	predQz 		measX   	measY   	measOme
	28	0	-1	0	0	4.2578e+00	-1.6094e+02	2.1756e+01	4.2551e+00	-1.6086e+02	2.1781e+01	2.6046e-03	8.1383e-02	2.5455e-02	-3.4989e-01	-1.2814e-01	-1.2393e-01	1.1351e+03	6.7423e+02	2.1781e+01
	1265	0	0	-1	0	4.2559e+00	-1.6639e+02	8.4291e+01	4.2546e+00	-1.6643e+02	8.4277e+01	1.2792e-03	4.1831e-02	1.4844e-02	-5.2421e-02	-9.2328e-02	-3.7788e-01	1.1004e+03	6.6091e+02	8.4277e+01
	2429	0	1	-1	0	4.2586e+00	1.7476e+02	1.4165e+02	4.2574e+00	1.7480e+02	1.4176e+02	1.1832e-03	3.1564e-02	1.1350e-01	2.9747e-01	3.5812e-02	-2.5395e-01	9.7950e+02	6.4966e+02	1.4176e+02
	1168	0	0	1	0	4.2559e+00	1.3614e+01	7.9913e+01	4.2561e+00	1.3586e+01	7.9808e+01	1.6390e-04	2.8750e-02	1.0425e-01	5.2421e-02	9.2328e-02	3.7788e-01	9.2589e+02	1.3838e+03	7.9808e+01
	2349	0	-1	1	0	4.2586e+00	-5.2352e+00	1.3737e+02	4.2579e+00	-5.1887e+00	1.3729e+02	6.5734e-04	4.6424e-02	8.6869e-02	-2.9747e-01	-3.5812e-02	2.5395e-01	1.0469e+03	1.3908e+03	1.3729e+02
	410	1	0	0	-2	4.6368e+00	1.0956e+02	4.1544e+01	4.6380e+00	1.0964e+02	4.1258e+01	1.1901e-03	8.8033e-02	2.8535e-01	-1.1852e-01	4.0262e-01	-8.1905e-02	6.3170e+02	8.8818e+02	4.1258e+01
	162	1	0	0	2	4.6368e+00	-7.0443e+01	2.7751e+01	4.6374e+00	-7.0341e+01	2.7285e+01	6.0543e-04	1.0195e-01	4.6560e-01	1.1852e-01	-4.0262e-01	8.1905e-02	1.3950e+03	1.1614e+03	2.7285e+01
	1468	2	0	-1	1	4.8468e+00	-1.3889e+02	9.4378e+01	4.8444e+00	-1.3891e+02	9.4303e+01	2.3795e-03	2.3724e-02	7.4426e-02	6.8386e-03	-2.9364e-01	-3.3692e-01	1.2914e+03	7.0246e+02	9.4303e+01
	2624	2	1	-1	1	4.8495e+00	-1.5826e+02	1.5177e+02	4.8489e+00	-1.5820e+02	1.5176e+02	5.8859e-04	5.9722e-02	4.7469e-03	3.5672e-01	-1.6550e-01	-2.1300e-01	1.1706e+03	6.2637e+02	1.5176e+02
	1134	2	0	-1	-1	4.8466e+00	1.6587e+02	7.7568e+01	4.8472e+00	1.6584e+02	7.7749e+01	6.2915e-04	3.3781e-02	1.8021e-01	-1.1168e-01	1.0898e-01	-4.1883e-01	9.0966e+02	6.1186e+02	7.7749e+01
	2236	2	1	-1	-1	4.8486e+00	1.4794e+02	1.3179e+02	4.8484e+00	1.4795e+02	1.3179e+02	2.5670e-04	9.3306e-03	2.3117e-03	2.3821e-01	2.3712e-01	-2.9490e-01	7.8843e+02	6.6109e+02	1.3179e+02
	96	2	-1	0	-1	4.8486e+00	1.7057e+02	2.4406e+01	4.8482e+00	1.7064e+02	2.4285e+01	4.6693e-04	6.7859e-02	1.2062e-01	-4.0915e-01	7.3170e-02	-1.6488e-01	9.4436e+02	6.0729e+02	2.4285e+01
	1031	2	0	1	1	4.8466e+00	-1.4126e+01	7.2571e+01	4.8483e+00	-1.4142e+01	7.2750e+01	1.7764e-03	1.6095e-02	1.7875e-01	1.1168e-01	-1.0898e-01	4.1883e-01	1.1168e+03	1.4338e+03	7.2750e+01
	2127	2	-1	1	1	4.8486e+00	-3.2058e+01	1.2607e+02	4.8478e+00	-3.2036e+01	1.2626e+02	8.0004e-04	2.1732e-02	1.9301e-01	-2.3821e-01	-2.3712e-01	2.9490e-01	1.2382e+03	1.3798e+03	1.2626e+02
	2530	2	-1	1	-1	4.8495e+00	2.1740e+01	1.4655e+02	4.8493e+00	2.1814e+01	1.4671e+02	2.1812e-04	7.4583e-02	1.6230e-01	-3.5672e-01	1.6550e-01	2.1300e-01	8.5561e+02	1.4138e+03	1.4671e+02
	1357	2	0	1	-1	4.8468e+00	4.1112e+01	8.7948e+01	4.8459e+00	4.1092e+01	8.8177e+01	8.9640e-04	1.9850e-02	2.2971e-01	-6.8386e-03	2.9364e-01	3.3692e-01	7.3481e+02	1.3411e+03	8.8177e+01
	1757	3	0	-1	2	6.2956e+00	-1.2135e+02	1.0862e+02	6.2933e+00	-1.2136e+02	1.0875e+02	2.3013e-03	4.4938e-03	1.2630e-01	6.6098e-02	-4.9495e-01	-2.9597e-01	1.4838e+03	7.3413e+02	1.0875e+02
	-999	3	0	-1	-2	6.2952e+00	1.4763e+02	7.3331e+01	nan       	nan       	nan       	2.6543e-03	6.1499e+00	6.0615e+00	-1.7094e-01	3.1029e-01	-4.5978e-01	nan       	nan       	nan
	-999	3	1	-1	-2	6.2966e+00	1.3086e+02	1.2286e+02	nan       	nan       	nan       	2.8589e-02	3.9556e+00	9.0877e-02	1.7895e-01	4.3843e-01	-3.3586e-01	nan       	nan       	nan
	148	3	-1	0	-2	6.2972e+00	1.5174e+02	2.7296e+01	6.2986e+00	1.5182e+02	2.7263e+01	1.4112e-03	7.6510e-02	3.2729e-02	-4.6840e-01	2.7448e-01	-2.0583e-01	7.5299e+02	5.3934e+02	2.7263e+01
	-999	3	0	1	2	6.2952e+00	-3.2371e+01	6.5880e+01	nan       	nan       	nan       	1.9772e-02	3.8542e+00	9.6148e+00	1.7094e-01	-3.1029e-01	4.5978e-01	nan       	nan       	nan
	-999	3	-1	1	2	6.2966e+00	-4.9142e+01	1.1324e+02	nan       	nan       	nan       	3.4614e-02	3.2249e+00	9.7431e-01	-1.7895e-01	-4.3843e-01	3.3586e-01	nan       	nan       	nan
	-999	3	1	0	2	6.2972e+00	-2.8259e+01	2.0148e+01	nan       	nan       	nan       	1.4910e-02	1.4507e+01	1.1236e+00	4.6840e-01	-2.7448e-01	2.0583e-01	nan       	nan       	nan
	-999	3	-1	1	-2	6.2979e+00	3.9245e+01	1.5347e+02	nan       	nan       	nan       	2.7393e-02	6.5527e-01	1.1743e+00	-4.1598e-01	3.6681e-01	1.7205e-01	nan       	nan       	nan
	1527	3	0	1	-2	6.2956e+00	5.8645e+01	9.6556e+01	6.2944e+00	5.8641e+01	9.6749e+01	1.1862e-03	4.1840e-03	1.9287e-01	-6.6098e-02	4.9495e-01	2.9597e-01	5.4262e+02	1.3082e+03	9.6749e+01
	679	4	-1	-1	0	7.3754e+00	-1.6104e+02	5.5179e+01	7.3717e+00	-1.6103e+02	5.5271e+01	3.7505e-03	5.4357e-03	9.2811e-02	-4.0231e-01	-2.2047e-01	-5.0180e-01	1.2232e+03	4.1278e+02	5.5271e+01
	1884	4	1	-2	0	7.3769e+00	-1.7522e+02	1.1490e+02	7.3762e+00	-1.7524e+02	1.1479e+02	6.5377e-04	1.5597e-02	1.1427e-01	2.4504e-01	-5.6516e-02	-6.3183e-01	1.0669e+03	3.7653e+02	1.1479e+02
	534	4	1	1	0	7.3754e+00	1.8962e+01	4.7381e+01	7.3739e+00	1.8974e+01	4.7317e+01	1.4709e-03	1.1890e-02	6.3918e-02	4.0231e-01	2.2047e-01	5.0180e-01	8.0291e+02	1.6359e+03	4.7317e+01
	1727	4	-1	2	0	7.3769e+00	4.7771e+00	1.0750e+02	7.3767e+00	4.7720e+00	1.0742e+02	1.5582e-04	5.0967e-03	7.3721e-02	-2.4504e-01	5.6516e-02	6.3183e-01	9.5940e+02	1.6661e+03	1.0742e+02
	2136	5	0	-1	3	8.1590e+00	-1.1184e+02	1.2703e+02	8.1566e+00	-1.1183e+02	1.2688e+02	2.3585e-03	8.4261e-03	1.5158e-01	1.2536e-01	-6.9626e-01	-2.5502e-01	1.6783e+03	7.5383e+02	1.2688e+02
	986	5	0	-1	-3	8.1585e+00	1.3699e+02	7.0881e+01	8.1626e+00	1.3700e+02	7.0784e+01	4.1177e-03	7.7515e-03	9.7104e-02	-2.3020e-01	5.1160e-01	-5.0073e-01	5.2500e+02	4.9916e+02	7.0784e+01
	1905	5	1	-1	-3	8.1594e+00	1.2148e+02	1.1540e+02	8.1602e+00	1.2148e+02	1.1558e+02	8.7039e-04	3.8009e-03	1.8166e-01	1.1969e-01	6.3974e-01	-3.7681e-01	4.0261e+02	6.4679e+02	1.1558e+02
	209	5	-1	0	-3	8.1603e+00	1.4064e+02	3.0336e+01	8.1629e+00	1.4072e+02	3.0262e+01	2.5814e-03	8.1895e-02	7.4430e-02	-5.2766e-01	4.7579e-01	-2.4678e-01	5.5994e+02	4.7067e+02	3.0262e+01
	768	5	0	1	3	8.1585e+00	-4.3006e+01	5.9741e+01	8.1624e+00	-4.2987e+01	5.9764e+01	3.9292e-03	1.9028e-02	2.3343e-02	2.3020e-01	-5.1160e-01	5.0073e-01	1.5023e+03	1.5481e+03	5.9764e+01
	1577	5	-1	1	3	8.1594e+00	-5.8520e+01	9.9844e+01	8.1609e+00	-5.8515e+01	9.9794e+01	1.5479e-03	4.8705e-03	4.9923e-02	-1.1969e-01	-6.3974e-01	3.7681e-01	1.6248e+03	1.3958e+03	9.9794e+01
	2738	5	-1	1	-3	8.1610e+00	4.9218e+01	1.5835e+02	8.1626e+00	4.9321e+01	1.5827e+02	1.6851e-03	1.0328e-01	7.2216e-02	-4.7524e-01	5.6812e-01	1.3109e-01	4.6928e+02	1.4875e+03	1.5827e+02
	1690	5	0	1	-3	8.1590e+00	6.8158e+01	1.0533e+02	8.1587e+00	6.8162e+01	1.0530e+02	3.1072e-04	4.4471e-03	2.7784e-02	-1.2536e-01	6.9626e-01	2.5502e-01	3.4832e+02	1.2875e+03	1.0530e+02
#
#    final completeness for grain 17: 83.7838%
#####################


#####################
#### grain 1

#    orientation:
#
#    q = [7.076074e-01, -5.236374e-01, -4.443328e-01, -1.663250e-01]
#
#    R = [[5.498e-01, 7.007e-01, -4.546e-01],
#         [2.300e-01, 3.963e-01, 8.889e-01],
#         [8.030e-01, -5.933e-01, 5.674e-02]]
#
#    left stretch tensor:
#
#    V = [[9.965e-01, -7.056e-05, -2.773e-04],
#         [-7.056e-05, 9.980e-01, -1.897e-04],
#         [-2.773e-04, -1.897e-04, 9.971e-01]]
#
#    logarithmic strain tensor (log(V) --> sample frame):
#
#    E = [[-3.506e-03, -7.078e-05, -2.782e-04],
#         [-7.078e-05, -2.038e-03, -1.902e-04],
#         [-2.782e-04, -1.902e-04, -2.865e-03]]
#
#    logarithmic strain tensor (log(U) --> crystal frame):
#
#    E = [[-3.349e-03, -2.988e-04, 2.567e-04],
#         [-2.988e-04, -2.768e-03, 4.741e-04],
#         [2.567e-04, 4.741e-04, -2.292e-03]]
#
#    F^-T ( hkl --> (Xs, Ys, Zs), reciprocal lattice to sample frame ):
#
#        [[5.520e-01, 7.030e-01, -4.562e-01],
#         [2.306e-01, 3.970e-01, 8.907e-01],
#         [8.055e-01, -5.947e-01, 5.695e-02]]
#
#    lattice parameters:
#
#    2.94094, 2.94298, 4.67478, 89.9677, 89.9706, 120.011
#
#    COM coordinates (Xs, Ys, Zs):
#    p = (0.415777, -0.00173645, 0.018578)
#
#    reflection table:
#	spotID	hklID	H 	K 	L 	predTTh 	predEta 	predOme 	measTTh 	measEta 	measOme 	diffTTh 	diffEta 	diffOme 	predQx  	predQy  	predQz 		measX   	measY   	measOme
	2439	0	0	1	0	4.2547e+00	1.5666e+02	1.4209e+02	4.2556e+00	1.5671e+02	1.4224e+02	8.8428e-04	4.7373e-02	1.4723e-01	2.7512e-01	1.5536e-01	-2.3271e-01	8.6622e+02	6.8017e+02	1.4224e+02
	1278	0	-1	1	0	4.2555e+00	-1.7993e+02	8.4882e+01	4.2566e+00	-1.7996e+02	8.4763e+01	1.1155e-03	2.7061e-02	1.1846e-01	-4.9504e-02	-4.7168e-04	-3.8934e-01	1.0135e+03	6.5170e+02	8.4763e+01
	170	0	-1	0	0	4.2577e+00	-1.5660e+02	2.8077e+01	4.2552e+00	-1.5653e+02	2.8257e+01	2.5232e-03	7.3111e-02	1.8082e-01	-3.2462e-01	-1.5583e-01	-1.5663e-01	1.1612e+03	6.8403e+02	2.8257e+01
	-999	0	0	-1	0	4.2547e+00	-2.3341e+01	1.3746e+02	nan       	nan       	nan       	3.5033e-02	1.0985e+01	1.3494e+00	-2.7512e-01	-1.5536e-01	2.3271e-01	nan       	nan       	nan
	1196	0	1	-1	0	4.2555e+00	6.8907e-02	8.0626e+01	4.2571e+00	3.8062e-02	8.0756e+01	1.5630e-03	3.0845e-02	1.2981e-01	4.9504e-02	4.7168e-04	3.8934e-01	1.0130e+03	1.3956e+03	8.0756e+01
	70	0	1	0	0	4.2577e+00	2.3399e+01	2.3438e+01	4.2543e+00	2.3482e+01	2.3269e+01	3.3660e-03	8.3093e-02	1.6906e-01	3.2462e-01	1.5583e-01	1.5663e-01	8.6501e+02	1.3662e+03	2.3269e+01
	2252	2	0	1	1	4.8443e+00	1.2929e+02	1.3269e+02	4.8446e+00	1.2933e+02	1.3276e+02	3.5693e-04	3.6612e-02	7.5300e-02	1.7776e-01	3.4545e-01	-2.2056e-01	6.8574e+02	7.5351e+02	1.3276e+02
	998	2	-1	1	1	4.8468e+00	1.5487e+02	7.1403e+01	4.8485e+00	1.5486e+02	7.1264e+01	1.6312e-03	1.4426e-02	1.3871e-01	-1.4686e-01	1.8962e-01	-3.7718e-01	8.3324e+02	6.4042e+02	7.1264e+01
	17	2	-1	0	1	4.8507e+00	1.7560e+02	2.1332e+01	4.8482e+00	1.7568e+02	2.1266e+01	2.5093e-03	7.9099e-02	6.6256e-02	-4.2197e-01	3.4254e-02	-1.4447e-01	9.8129e+02	6.0261e+02	2.1266e+01
	1573	2	-1	1	-1	4.8469e+00	-1.5474e+02	9.9476e+01	4.8473e+00	-1.5477e+02	9.9264e+01	3.9198e-04	2.7830e-02	2.1197e-01	4.7851e-02	-1.9056e-01	-4.0149e-01	1.1937e+03	6.3971e+02	9.9264e+01
	2563	2	0	1	-1	4.8482e+00	-1.7554e+02	1.4911e+02	4.8482e+00	-1.7548e+02	1.4881e+02	2.1852e-05	6.1551e-02	2.9714e-01	3.7247e-01	-3.4725e-02	-2.4486e-01	1.0466e+03	5.9905e+02	1.4881e+02
	408	2	-1	0	-1	4.8469e+00	-1.2923e+02	4.0428e+01	4.8449e+00	-1.2917e+02	4.0656e+01	2.0146e-03	6.2768e-02	2.2731e-01	-2.2726e-01	-3.4592e-01	-1.6878e-01	1.3415e+03	7.5724e+02	4.0656e+01
	2471	2	0	-1	1	4.8482e+00	4.4585e+00	1.4425e+02	4.8492e+00	4.5067e+00	1.4427e+02	1.0841e-03	4.8156e-02	1.7892e-02	-3.7247e-01	3.4725e-02	2.4486e-01	9.7987e+02	1.4444e+03	1.4427e+02
	1471	2	1	-1	1	4.8469e+00	2.5258e+01	9.4117e+01	4.8483e+00	2.5219e+01	9.4261e+01	1.4101e-03	3.9444e-02	1.4353e-01	-4.7851e-02	1.9056e-01	4.0149e-01	8.3256e+02	1.4066e+03	9.4261e+01
	254	2	1	0	1	4.8469e+00	5.0768e+01	3.2772e+01	4.8441e+00	5.0834e+01	3.2763e+01	2.8047e-03	6.5677e-02	8.8466e-03	2.2726e-01	3.4592e-01	1.6878e-01	6.8478e+02	1.2925e+03	3.2763e+01
	2091	2	0	-1	-1	4.8443e+00	-5.0710e+01	1.2505e+02	4.8461e+00	-5.0662e+01	1.2526e+02	1.8148e-03	4.8982e-02	2.1463e-01	-1.7776e-01	-3.4545e-01	2.2056e-01	1.3410e+03	1.2907e+03	1.2526e+02
	894	2	1	-1	-1	4.8468e+00	-2.5125e+01	6.6050e+01	4.8481e+00	-2.5131e+01	6.5779e+01	1.2569e-03	5.8728e-03	2.7085e-01	1.4686e-01	-1.8962e-01	3.7718e-01	1.1933e+03	1.4080e+03	6.5779e+01
	1990	3	0	1	2	6.2933e+00	1.1243e+02	1.1930e+02	6.2941e+00	1.1245e+02	1.1928e+02	7.2226e-04	1.3055e-02	1.7754e-02	8.0405e-02	5.3554e-01	-2.0840e-01	5.0409e+02	8.1187e+02	1.1928e+02
	-999	3	-1	1	2	6.2967e+00	1.3908e+02	6.0380e+01	nan       	nan       	nan       	3.6342e-02	5.0728e+00	3.8147e+00	-2.4421e-01	3.7970e-01	-3.6503e-01	nan       	nan       	nan
	-999	3	-1	1	-2	6.2969e+00	-1.3896e+02	1.1351e+02	nan       	nan       	nan       	1.2277e-03	1.3529e+01	1.2536e+00	1.4521e-01	-3.8065e-01	-4.1365e-01	nan       	nan       	nan
	-999	3	0	1	-2	6.2993e+00	-1.5719e+02	1.5474e+02	nan       	nan       	nan       	2.4779e-02	3.5466e+00	3.9683e+00	4.6982e-01	-2.2481e-01	-2.5702e-01	nan       	nan       	nan
	819	3	-1	0	-2	6.2954e+00	-1.1236e+02	6.2549e+01	6.2934e+00	-1.1233e+02	6.2763e+01	2.0437e-03	3.0860e-02	2.1426e-01	-1.2991e-01	-5.3601e-01	-1.8094e-01	1.5230e+03	8.1479e+02	6.2763e+01
	-999	3	0	-1	2	6.2993e+00	2.2809e+01	1.4790e+02	nan       	nan       	nan       	2.6572e-02	3.3064e+00	4.1376e+00	-4.6982e-01	2.2481e-01	2.5702e-01	nan       	nan       	nan
	-999	3	1	-1	2	6.2969e+00	4.1042e+01	1.0517e+02	nan       	nan       	nan       	9.1697e-03	1.3405e+01	9.1204e-01	-1.4521e-01	3.8065e-01	4.1365e-01	nan       	nan       	nan
	513	3	1	0	2	6.2954e+00	6.7644e+01	4.6095e+01	6.2937e+00	6.7675e+01	4.6270e+01	1.6979e-03	3.1253e-02	1.7443e-01	1.2991e-01	5.3601e-01	1.8094e-01	5.0336e+02	1.2340e+03	4.6270e+01
	1657	3	0	-1	-2	6.2933e+00	-6.7567e+01	1.0290e+02	6.2948e+00	-6.7548e+01	1.0279e+02	1.4275e-03	1.9342e-02	1.1356e-01	-8.0405e-02	-5.3554e-01	2.0840e-01	1.5229e+03	1.2334e+03	1.0279e+02
	-999	3	1	-1	-2	6.2967e+00	-4.0920e+01	5.2053e+01	nan       	nan       	nan       	3.0014e-02	4.6429e+00	4.2127e+00	2.4421e-01	-3.7970e-01	3.6503e-01	nan       	nan       	nan
	1863	4	-1	2	0	7.3720e+00	1.6680e+02	1.1372e+02	7.3760e+00	1.6679e+02	1.1377e+02	3.9992e-03	6.8597e-03	4.9835e-02	2.2561e-01	1.5489e-01	-6.2205e-01	8.6550e+02	3.9319e+02	1.1377e+02
	756	4	-2	1	0	7.3771e+00	-1.6668e+02	5.9369e+01	7.3752e+00	-1.6668e+02	5.9267e+01	1.9101e-03	8.3631e-04	1.0252e-01	-3.7412e-01	-1.5631e-01	-5.4596e-01	1.1621e+03	3.9528e+02	5.9267e+01
	1711	4	1	-2	0	7.3720e+00	-1.3202e+01	1.0615e+02	7.3769e+00	-1.3207e+01	1.0627e+02	4.9204e-03	4.4922e-03	1.1664e-01	-2.2561e-01	-1.5489e-01	6.2205e-01	1.1611e+03	1.6530e+03	1.0627e+02
	612	4	2	-1	0	7.3771e+00	1.3316e+01	5.1789e+01	7.3746e+00	1.3318e+01	5.1769e+01	2.5173e-03	1.9114e-03	1.9629e-02	3.7412e-01	1.5631e-01	5.4596e-01	8.6411e+02	1.6543e+03	5.1769e+01
	1613	5	0	1	3	8.1576e+00	1.0464e+02	1.0082e+02	8.1582e+00	1.0464e+02	1.0079e+02	6.0046e-04	3.6591e-03	2.5346e-02	-1.6950e-02	7.2563e-01	-1.9625e-01	3.2050e+02	8.4189e+02	1.0079e+02
	625	5	-1	1	3	8.1613e+00	1.3059e+02	5.2190e+01	8.1615e+00	1.3061e+02	5.2270e+01	1.3827e-04	2.5901e-02	7.9391e-02	-3.4157e-01	5.6979e-01	-3.5287e-01	4.6961e+02	5.5832e+02	5.2270e+01
	2100	5	-1	1	-3	8.1615e+00	-1.3048e+02	1.2594e+02	8.1607e+00	-1.3048e+02	1.2577e+02	8.0717e-04	2.4180e-03	1.7004e-01	2.4256e-01	-5.7074e-01	-4.2580e-01	1.5581e+03	5.5682e+02	1.2577e+02
	-999	5	0	1	-3	8.1645e+00	-1.4644e+02	1.5951e+02	nan       	nan       	nan       	2.3288e-02	2.0167e+00	2.4096e-01	5.6718e-01	-4.1490e-01	-2.6917e-01	nan       	nan       	nan
	1519	5	-1	0	-3	8.1592e+00	-1.0454e+02	9.6287e+01	8.1579e+00	-1.0455e+02	9.6264e+01	1.3380e-03	5.2265e-03	2.2443e-02	-3.2554e-02	-7.2610e-01	-1.9309e-01	1.7068e+03	8.4299e+02	9.6264e+01
	2587	5	0	-1	3	8.1645e+00	3.3556e+01	1.4972e+02	8.1643e+00	3.3633e+01	1.4977e+02	2.1376e-04	7.7442e-02	5.6801e-02	-5.6718e-01	4.1490e-01	2.6917e-01	6.1586e+02	1.6187e+03	1.4977e+02
	1855	5	1	-1	3	8.1615e+00	4.9520e+01	1.1340e+02	8.1618e+00	4.9511e+01	1.1327e+02	2.2390e-04	9.4135e-03	1.2886e-01	-2.4256e-01	5.7074e-01	4.2580e-01	4.6799e+02	1.4879e+03	1.1327e+02
	869	5	1	0	3	8.1592e+00	7.5457e+01	6.4574e+01	8.1570e+00	7.5451e+01	6.4769e+01	2.2490e-03	5.6663e-03	1.9528e-01	3.2554e-02	7.2610e-01	1.9309e-01	3.1998e+02	1.2040e+03	6.4769e+01
	963	5	0	-1	-3	8.1576e+00	-7.5358e+01	6.9310e+01	8.1589e+00	-7.5358e+01	6.9260e+01	1.2972e-03	3.3599e-04	4.9694e-02	1.6950e-02	-7.2563e-01	1.9625e-01	1.7069e+03	1.2052e+03	6.9260e+01
	390	5	1	-1	-3	8.1613e+00	-4.9411e+01	3.9675e+01	8.1619e+00	-4.9386e+01	3.9746e+01	5.8312e-04	2.4697e-02	7.0678e-02	3.4157e-01	-5.6979e-01	3.5287e-01	1.5579e+03	1.4919e+03	3.9746e+01
#
#    final completeness for grain 1: 80.4878%
#####################


#####################
#### grain 21

#    orientation:
#
#    q = [7.318262e-01, 6.574041e-01, 1.791834e-01, -1.198008e-02]
#
#    R = [[9.355e-01, 2.531e-01, 2.465e-01],
#         [2.181e-01, 1.354e-01, -9.665e-01],
#         [-2.780e-01, 9.579e-01, 7.143e-02]]
#
#    left stretch tensor:
#
#    V = [[9.962e-01, -2.554e-04, 2.871e-04],
#         [-2.554e-04, 9.970e-01, -6.260e-05],
#         [2.871e-04, -6.260e-05, 9.976e-01]]
#
#    logarithmic strain tensor (log(V) --> sample frame):
#
#    E = [[-3.804e-03, -2.563e-04, 2.880e-04],
#         [-2.563e-04, -3.008e-03, -6.273e-05],
#         [2.880e-04, -6.273e-05, -2.413e-03]]
#
#    logarithmic strain tensor (log(U) --> crystal frame):
#
#    E = [[-3.906e-03, -1.666e-04, 4.185e-06],
#         [-1.666e-04, -2.407e-03, 1.759e-04],
