105
264
8
         1         7         6         5        33        13       138       137       165       145
         2         7        13        33        34        14       145       165       166       146
         3         7        14        34        35        15       146       166       167       147
         4         7        15        35        36        16       147       167       168       148
         5         7        16        36        37        17       148       168       169       149
         6         7        17        37        38        18       149       169       170       150
         7         7        18        38        39        19       150       170       171       151
         8         7        19        39        40        20       151       171       172       152
         9         7        20        40        41        21       152       172       173       153
        10         7        21        41        42        22       153       173       174       154
        11         7        22        42        43        23       154       174       175       155
        12         7        23        43        44        24       155       175       176       156
        13         7        24        44        45        25       156       176       177       157
        14         7        25        45        46        26       157       177       178       158
        15         7        26        46        47        27       158       178       179       159
        16         7        27        47        48        28       159       179       180       160
        17         7        28        48        49        29       160       180       181       161
        18         7        29        49        50        30       161       181       182       162
        19         7        30        50        51        31       162       182       183       163
        20         7        31        51        52        32       163       183       184       164
        21         7        32        52        11        12       164       184       143       144
        22         7         5         4        53        33       137       136       185       165
        23         7        33        53        54        34       165       185       186       166
        24         7        34        54        55        35       166       186       187       167
        25         7        35        55        56        36       167       187       188       168
        26         7        36        56        57        37       168       188       189       169
        27         7        37        57        58        38       169       189       190       170
        28         7        38        58        59        39       170       190       191       171
        29         7        39        59        60        40       171       191       192       172
        30         7        40        60        61        41       172       192       193       173
        31         7        41        61        62        42       173       193       194       174
        32         7        42        62        63        43       174       194       195       175
        33         7        43        63        64        44       175       195       196       176
        34         7        44        64        65        45       176       196       197       177
        35         7        45        65        66        46       177       197       198       178
        36         7        46        66        67        47       178       198       199       179
        37         7        47        67        68        48       179       199       200       180
        38         7        48        68        69        49       180       200       201       181
        39         7        49        69        70        50       181       201       202       182
        40         7        50        70        71        51       182       202       203       183
        41         7        51        71        72        52       183       203       204       184
        42         7        52        72        10        11       184       204       142       143
        43         7         4         3        73        53       136       135       205       185
        44         7        53        73        74        54       185       205       206       186
        45         7        54        74        75        55       186       206       207       187
        46         7        55        75        76        56       187       207       208       188
        47         7        56        76        77        57       188       208       209       189
        48         7        57        77        78        58       189       209       210       190
        49         7        58        78        79        59       190       210       211       191
        50         7        59        79        80        60       191       211       212       192
        51         7        60        80        81        61       192       212       213       193
        52         7        61        81        82        62       193       213       214       194
