Orientation: O[row][col]

Sp_ID O[0][0] O[0][1] O[0][2] O[1][0] O[1][1] O[1][2] O[2][0] O[2][1] O[2][2] X Y Z a b c alpha beta gamma Err1 Err2 Err3 MeanRadius Confidence 
6732 -0.432912 0.802863 0.409876 -0.738370 -0.054992 -0.672150 -0.517104 -0.593621 0.616617 66.035456 336.146010 25.615576 3.625843 3.614311 3.611816 90.141977 90.112465 90.257786 32.257984 0.142294 0.113505 219.755189 0.750000 
6734 -0.395045 -0.253415 -0.883017 -0.653299 0.753266 0.076095 0.645863 0.606936 -0.463130 -35.894885 -27.465883 24.976332 3.615080 3.614841 3.614319 89.989789 90.004011 90.025871 69.464801 0.071374 0.066252 68.040253 0.833333 
6735 0.369512 -0.208880 0.905445 0.819727 0.532170 -0.211762 -0.437618 0.820466 0.367867 5.591121 250.972660 17.327204 3.615571 3.617320 3.617157 89.977874 89.985512 90.009199 111.391053 0.039640 0.030857 96.639012 0.750000 
6737 0.251406 0.131663 0.958885 0.588472 0.765764 -0.259435 -0.768437 0.629500 0.115038 -422.051301 -79.643238 -9.957610 3.617410 3.616691 3.620123 89.787487 90.229448 89.966229 169.118489 0.052582 0.119275 64.889203 0.750000 
6738 -0.364024 0.927487 0.085179 -0.604851 -0.165864 -0.778874 -0.708267 -0.335049 0.621369 53.810189 729.684361 -159.212155 3.610928 3.616249 3.610143 90.227344 90.192256 90.003894 210.448760 0.172229 0.152643 102.603171 0.750000 
6739 -0.300793 0.946338 0.118189 -0.481911 -0.043881 -0.875121 -0.822973 -0.320187 0.469249 542.579579 223.005110 -9.896555 3.614346 3.605873 3.614667 90.129679 90.035644 89.944746 73.768479 0.074796 0.084207 230.463218 0.750000 
6740 0.048457 0.165276 0.985056 0.190624 0.966557 -0.171549 -0.980466 0.196088 0.015331 228.268613 -111.576459 62.949159 3.613680 3.610532 3.614126 90.169304 89.959334 89.979695 87.409977 0.094864 0.069928 203.646519 0.750000 
6750 -0.500252 0.049058 -0.864489 -0.844099 0.194894 0.499513 0.192989 0.979597 -0.056087 -285.489812 159.774826 -4.889977 3.613869 3.615831 3.616340 89.999870 90.038063 90.007317 44.558971 0.060794 0.040088 101.677214 0.833333 
6755 0.362560 -0.532501 0.764848 0.823982 -0.200289 -0.530036 0.435436 0.822391 0.366155 -245.000235 -58.184849 6.103991 3.615976 3.614644 3.614254 89.961687 90.051128 90.042575 41.506850 0.045865 0.041224 571.715677 1.000000 
6762 0.304056 0.196733 0.932119 0.671923 0.649324 -0.356227 -0.675329 0.734625 0.065242 -238.736172 90.586571 16.317530 3.614269 3.613970 3.613509 90.063409 90.034357 90.008409 13.501140 0.029437 0.027349 157.148502 0.750000 
6763 -0.496356 0.016116 -0.867969 -0.821554 0.314335 0.475649 0.280499 0.949175 -0.142782 -337.250748 259.516541 12.104064 3.614029 3.614322 3.612477 89.982089 90.089442 89.999710 52.618561 0.058436 0.053473 273.795911 1.000000 
6772 0.415749 -0.711177 0.566904 0.878087 0.151521 -0.453877 0.236889 0.686490 0.687470 106.154567 -191.959763 27.024689 3.612462 3.609066 3.611443 89.990455 90.007412 90.086174 71.570979 0.029364 0.037597 78.624635 0.833333 
6777 -0.321732 0.858087 0.400218 -0.496984 0.206736 -0.842774 -0.805913 -0.470049 0.359942 128.780961 -403.710706 -8.065405 3.618659 3.617666 3.615965 90.005648 89.986792 89.999312 45.056655 0.037353 0.036661 121.276033 0.916667 
6779 -0.510664 0.848150 0.140938 -0.839462 -0.456426 -0.294921 -0.185809 -0.268918 0.945070 337.264861 357.300799 -7.108727 3.617755 3.618774 3.619555 90.015919 89.994473 90.044015 27.546589 0.102027 0.049585 114.624679 0.750000 
6784 0.326924 -0.917589 0.226169 0.711919 0.081729 -0.697489 0.621524 0.389040 0.679968 57.800452 177.806008 12.822994 3.606316 3.611369 3.606997 90.068855 89.996393 89.940014 78.608489 0.046027 0.049461 77.415373 0.750000 
6785 0.337774 0.438644 0.832767 0.719808 0.449691 -0.528824 -0.606453 0.778055 -0.163846 -418.302194 -132.122044 8.410645 3.614397 3.614231 3.604155 89.990854 90.270000 89.978328 78.929783 0.075347 0.071147 272.961693 0.750000 
6786 -0.355485 -0.113514 -0.927764 -0.543017 0.832986 0.106147 0.760765 0.541525 -0.357754 -273.404906 -379.026345 15.953396 3.613307 3.615820 3.614591 89.964723 89.988721 89.984053 26.832695 0.050649 0.045530 118.471850 0.833333 
6788 -0.520610 0.632577 -0.573421 -0.843651 -0.277917 0.459364 0.131220 0.722917 0.678360 -117.546308 -347.081267 13.865229 3.613117 3.611404 3.610814 90.029897 89.992585 89.871461 59.895924 0.088096 0.076826 109.055948 1.000000 
6795 -0.522998 0.633947 -0.569723 -0.841131 -0.275862 0.465187 0.137739 0.722504 0.677507 5.778899 -401.636142 48.435504 3.611625 3.609316 3.615599 89.895305 90.212978 90.073542 115.228854 0.158032 0.141389 88.042693 1.000000 
6798 0.402008 -0.604325 0.687882 0.837171 0.546870 -0.008813 -0.370855 0.579418 0.725769 180.784668 -139.272717 11.857610 3.614881 3.612357 3.613823 90.044349 90.060043 90.019672 76.898389 0.060497 0.050329 466.934000 0.916667 
6806 -0.422268 -0.373062 -0.826144 -0.644872 0.764134 -0.015446 0.637048 0.526235 -0.563247 -407.743446 -322.356115 59.666730 3.612252 3.611841 3.609770 89.994946 90.054990 89.953701 58.066526 0.059419 0.055174 132.986427 1.000000 
6818 0.452964 -0.887512 0.084541 0.891335 0.448848 -0.063696 0.018585 0.104206 0.994382 237.294912 305.895425 -4.340267 3.617235 3.612832 3.617381 89.976346 89.812409 90.073437 35.731595 0.048608 0.050043 173.200550 0.750000 
6820 0.248507 -0.833941 0.492733 0.540519 -0.302733 -0.784979 0.803793 0.461405 0.375530 221.731181 -46.185185 21.328606 3.614586 3.613546 3.614814 90.057284 89.977531 90.002573 33.965891 0.057002 0.048780 282.298529 1.000000 
6828 0.430278 0.073006 0.899739 0.837545 0.339505 -0.428083 -0.336718 0.937767 0.084936 -431.847708 -113.992708 35.978347 3.616358 3.618658 3.614175 90.012965 90.082314 90.021785 103.485783 0.061563 0.086753 83.413618 0.750000 
6838 0.442841 -0.123851 0.888005 0.871831 0.290673 -0.394234 -0.209293 0.948773 0.236699 -324.175809 241.102733 -188.007418 3.610032 3.620185 3.613616 90.011392 90.028384 89.983072 123.869673 0.264180 0.251578 239.682023 0.833333 
6840 0.350829 0.496177 0.794184 0.691163 0.435021 -0.577105 -0.631833 0.751376 -0.190321 -237.378664 95.387327 29.564725 3.614337 3.616381 3.614956 90.060069 89.994710 89.993938 130.689549 0.065546 0.059932 71.858445 0.833333 
6846 -0.544094 0.819977 0.177761 -0.817631 -0.470646 -0.331619 -0.188258 -0.325775 0.926515 -316.438045 285.087262 0.829917 3.616201 3.616940 3.618546 89.956543 90.029915 90.038931 45.636385 0.067956 0.044346 283.754541 1.000000 
6851 0.376102 -0.334352 0.864150 0.721162 0.691209 -0.046430 -0.581785 0.640655 0.501087 -32.342234 499.042305 140.127897 3.616186 3.605182 3.605125 89.962449 90.270000 89.865685 155.113105 0.080020 0.120978 52.308763 0.750000 
6863 0.332838 -0.941116 0.059322 0.649796 0.183310 -0.737674 0.683362 0.284073 0.672546 170.411489 -52.772137 12.846691 3.608068 3.606939 3.609877 90.226085 89.853433 89.972725 85.885621 0.172236 0.156575 94.731617 0.750000 
6868 -0.558247 0.215775 -0.801125 -0.823141 -0.264984 0.502218 -0.103919 0.939800 0.325540 200.315438 9.324977 15.036860 3.615786 3.614922 3.613557 89.983250 90.001667 89.923662 34.571505 0.048017 0.037162 363.042778 1.000000 
6869 0.337294 0.620089 0.708324 0.643703 0.397120 -0.654173 -0.686935 0.676598 -0.265207 -277.972576 385.578542 22.788303 3.614267 3.613845 3.616092 90.009697 90.061039 90.005404 31.385451 0.050946 0.040684 212.817236 0.833333 
6872 -0.561167 0.375360 -0.737697 -0.822357 -0.353976 0.445455 -0.093921 0.856625 0.507320 388.742536 -118.377295 78.828786 3.618279 3.607153 3.618761 90.225384 89.951994 90.029213 101.399915 0.054066 0.059771 79.513581 0.750000 
6874 0.344805 -0.857220 0.382470 0.662700 -0.066261 -0.745948 0.664784 0.510670 0.545233 133.917299 166.710676 19.282732 3.612842 3.614172 3.613828 89.976022 90.055185 89.972820 36.467992 0.052363 0.043605 311.885931 1.000000 
6876 0.456534 -0.163321 0.874587 0.840870 0.400406 -0.364162 -0.290714 0.901666 0.320131 -321.443967 205.301101 51.803052 3.608971 3.610496 3.610520 90.038638 90.153602 90.021231 67.449914 0.105499 0.101196 111.219554 1.000000 
6877 0.353555 -0.154042 0.922643 0.665607 0.734458 -0.132436 -0.657241 0.660941 0.362203 -242.737722 255.508924 15.340791 3.614955 3.615072 3.613457 90.028760 90.018475 90.005101 20.952250 0.044178 0.035122 149.102711 0.916667 
6878 0.470119 -0.742573 0.477046 0.863171 0.274031 -0.424079 0.184185 0.611140 0.769795 292.679715 446.705926 24.145063 3.611954 3.614339 3.614204 89.974684 90.023004 90.013239 43.926956 0.051774 0.048135 152.168703 1.000000 
6883 -0.561304 0.214568 -0.799311 -0.821102 -0.265262 0.505399 -0.103585 0.939998 0.325075 -33.847948 -209.239692 51.887751 3.608107 3.613145 3.610256 90.044188 90.235482 90.029508 135.529559 0.158408 0.119355 197.399313 0.750000 
6886 0.040325 0.695902 0.717004 0.149579 0.705297 -0.692952 -0.987927 0.135192 -0.075651 -166.478106 402.898239 30.909420 3.617004 3.614171 3.614274 89.952692 90.050512 89.946232 70.429919 0.050613 0.058220 79.545926 0.916667 
6887 -0.543094 0.706203 -0.454231 -0.778564 -0.220931 0.587390 0.314464 0.672656 0.669811 21.694799 138.073640 -21.125649 3.616312 3.615735 3.614727 89.929681 90.012263 90.050202 67.428181 0.072165 0.075323 70.169295 0.916667 
6888 0.430017 -0.726936 0.535396 0.785654 0.009148 -0.618598 0.444784 0.686644 0.575054 11.514223 -15.151767 12.975458 3.614978 3.625103 3.617824 90.155709 90.108329 90.102775 148.429925 0.150275 0.165208 152.561288 0.750000 
6890 0.454689 -0.088223 0.886270 0.815069 0.442373 -0.374125 -0.359056 0.892481 0.273050 174.306409 370.970319 14.017357 3.615710 3.614075 3.616402 90.019372 90.010400 89.992339 37.271595 0.031758 0.026330 157.138668 0.750000 
6891 0.235338 0.300620 0.924253 0.463007 0.801443 -0.378568 -0.854541 0.517027 0.049421 256.202173 232.600541 -126.921541 3.604505 3.606379 3.613041 90.269626 90.215039 90.210574 218.633115 0.305322 0.305184 162.404178 0.750000 
6894 -0.475696 0.762979 0.437694 -0.671808 0.006061 -0.740701 -0.567792 -0.646395 0.509692 153.963634 295.310193 18.102469 3.614913 3.614213 3.614554 89.993819 90.067928 90.044214 32.437613 0.066522 0.055604 244.938031 1.000000 
6897 -0.575057 0.639546 -0.510186 -0.817900 -0.463674 0.340655 -0.018695 0.613177 0.789724 -193.623252 353.740658 27.983517 3.613578 3.611434 3.613182 89.997250 89.730000 90.270000 61.728557 0.241504 0.190037 94.517650 0.750000 
6898 -0.573408 0.093579 -0.813908 -0.816901 0.010185 0.576688 0.062256 0.995560 0.070605 -435.879287 76.718138 -113.237074 3.609588 3.616045 3.609616 89.989828 90.253347 90.239678 212.418068 0.167451 0.179338 104.291718 0.750000 
6907 -0.576283 0.322796 -0.750800 -0.811368 -0.115956 0.572920 0.097877 0.939339 0.328730 -35.586806 444.373847 10.044220 3.610546 3.614782 3.614873 89.989468 90.223757 90.056641 49.328784 0.101119 0.103858 100.936827 0.916667 
6911 -0.376394 -0.375060 -0.847147 -0.485886 0.858462 -0.164187 0.788824 0.349817 -0.505356 369.437648 399.733727 39.999610 3.615538 3.614909 3.611444 90.027013 89.974508 90.088972 58.904803 0.059572 0.052525 298.571473 1.000000 
6915 0.500392 -0.760701 0.413452 0.862521 0.479502 -0.161665 -0.075272 0.437507 0.896059 -353.301921 -154.522535 0.965936 3.616878 3.617873 3.617567 90.008853 89.920237 90.017681 61.173391 0.075357 0.065092 153.220324 1.000000 
6916 0.425510 -0.437780 0.792016 0.748128 0.662594 -0.035688 -0.509162 0.607715 0.609456 -128.249483 8.817069 13.665410 3.615710 3.614474 3.614881 90.042639 89.993486 90.047598 61.560522 0.060612 0.052206 284.827865 0.916667 
6922 0.444613 -0.704682 0.552940 0.777832 -0.002372 -0.628468 0.444182 0.709519 0.547069 351.405264 207.841714 58.111458 3.604155 3.613648 3.613789 89.840519 89.901906 90.100028 72.598334 0.040722 0.042239 113.945986 0.750000 
6937 -0.588229 0.539923 -0.602055 -0.799101 -0.502404 0.330194 -0.124196 0.675332 0.726981 -209.424768 32.148165 -3.420684 3.616077 3.617002 3.617094 89.985844 89.878601 90.003720 33.816738 0.093673 0.072009 103.490282 0.916667 
6938 -0.590401 0.373672 -0.715399 -0.803513 -0.355712 0.477322 -0.076114 0.856644 0.510263 488.460931 73.248825 81.383153 3.604155 3.611442 3.612512 90.010430 90.168807 89.864453 103.615027 0.124499 0.111681 68.974620 0.833333 
6951 -0.584958 0.562033 -0.584759 -0.783010 -0.203351 0.587829 0.211468 0.801728 0.559029 -145.172081 -448.717907 -10.414035 3.615968 3.618178 3.616381 89.988179 89.995443 90.027808 42.074063 0.055041 0.046659 107.271020 0.833333 
6961 0.514417 -0.785388 0.344299 0.850983 0.517088 -0.091912 -0.105846 0.340274 0.934350 129.400263 99.964644 14.180465 3.615915 3.614136 3.614796 90.016644 90.060820 90.000815 43.242266 0.107077 0.059624 158.731054 0.916667 
6965 0.511290 -0.847802 0.140761 0.839060 0.457012 -0.295159 0.185907 0.269019 0.945023 306.641696 317.714492 -10.668031 3.623847 3.618574 3.619828 89.935093 90.109571 90.008095 23.894745 0.224462 0.085386 114.716496 0.750000 
6966 0.521950 -0.710564 0.471877 0.852920 0.428414 -0.298310 0.009809 0.558176 0.829665 -274.762071 -186.853134 146.672166 3.618514 3.616822 3.610785 90.055787 90.269753 90.270000 148.876314 0.048159 0.086799 82.752703 0.750000 
6967 -0.539887 0.801573 0.256910 -0.713165 -0.273469 -0.645454 -0.447121 -0.531692 0.719296 182.942595 402.271740 -0.057028 3.616451 3.615282 3.615868 89.979613 90.066461 90.036569 44.992688 0.079840 0.066028 270.215937 1.000000 
6968 0.435904 -0.815977 0.379696 0.736135 0.080540 -0.672025 0.517776 0.572446 0.635777 289.240932 164.169633 20.414066 3.615318 3.607290 3.615598 90.007832 89.989617 89.981940 77.772299 0.069273 0.058179 383.887727 0.833333 
6970 0.483131 -0.742805 0.463493 0.792946 0.146752 -0.591355 0.371242 0.653226 0.659905 334.323312 231.564451 11.226377 3.614830 3.613870 3.604155 89.979698 89.948657 89.982847 86.149399 0.082818 0.067872 237.214592 0.833333 
6972 -0.583507 0.306619 -0.752000 -0.760344 0.119040 0.638518 0.285300 0.944359 0.163675 -187.553635 166.368359 18.493837 3.615549 3.614634 3.612946 89.972181 90.089932 89.994583 11.210687 0.041100 0.032862 218.569153 0.833333 
6973 -0.555142 0.619660 -0.554832 -0.717204 -0.018798 0.696610 0.421231 0.784645 0.454859 326.591336 29.436597 -2.642013 3.615392 3.615445 3.620461 89.980105 90.001382 90.027862 97.309544 0.045114 0.061084 74.149780 0.833333 
6975 0.523380 -0.707159 0.475395 0.852096 0.432715 -0.294432 0.002500 0.559182 0.829041 -357.494264 -434.708141 26.321030 3.612602 3.614579 3.611562 90.036405 90.207863 90.151454 72.611238 0.189162 0.145439 89.584922 0.750000 
6977 0.520614 -0.573370 0.632620 0.843649 0.459341 -0.277960 -0.131214 0.678419 0.722862 -116.167475 -350.853271 12.049566 3.613149 3.610916 3.611445 90.028200 90.236732 89.859031 59.880944 0.182161 0.139916 109.055948 1.000000 
6978 0.488496 0.060789 0.870446 0.794022 0.382665 -0.472330 -0.361802 0.921885 0.138663 207.917940 8.556993 35.692991 3.612571 3.613076 3.612704 90.049655 90.109196 89.982674 24.809955 0.057122 0.047023 149.895540 1.000000 
6981 -0.387710 0.899177 0.202882 -0.480179 -0.009139 -0.877123 -0.786835 -0.437489 0.435309 327.491047 320.189237 4.037565 3.616628 3.619050 3.614609 90.060674 90.102507 89.821004 136.140589 0.052681 0.091773 175.067753 0.750000 
6983 -0.608317 0.538798 -0.582792 -0.790169 -0.341993 0.508600 0.074722 0.769894 0.633782 7.489730 -679.790562 47.559509 3.604350 3.616584 3.615044 89.876380 90.269891 89.842295 99.641877 0.201953 0.169278 378.460954 0.750000 
6993 0.212800 -0.939889 0.267066 0.401223 -0.165165 -0.900967 0.890919 0.298879 0.341958 30.728527 -358.274855 -18.824059 3.615192 3.616005 3.615162 90.143970 90.093786 89.925777 72.616142 0.051260 0.050038 389.728696 0.750000 
6996 -0.616658 0.680911 -0.395086 -0.785204 -0.496008 0.370716 0.056458 0.538828 0.840522 -222.376738 278.193771 32.949760 3.614320 3.617736 3.614698 90.004994 90.039323 89.893830 35.800081 0.072747 0.053317 163.082829 0.833333 
6999 0.105003 0.044882 0.993459 0.228069 0.971268 -0.067985 -0.967966 0.233716 0.091750 428.603478 -348.120042 3.619392 3.616339 3.613187 3.614870 90.007509 90.153895 90.143084 44.947280 0.173368 0.138033 174.286844 0.750000 
7001 -0.497660 -0.279071 -0.821251 -0.615953 0.780333 0.108088 0.610685 0.559643 -0.560235 11.344923 -430.610285 8.833053 3.614446 3.609168 3.608877 90.228521 89.797296 89.913153 125.503680 0.169585 0.163905 73.711833 1.000000 
7016 -0.609592 -0.188338 -0.770017 -0.764116 0.398168 0.507533 0.211009 0.897770 -0.386632 337.613554 -67.409266 -19.372803 3.619167 3.619157 3.616716 89.972358 90.049227 89.999831 31.128541 0.056746 0.047202 85.866170 0.833333 
7023 0.368522 -0.929619 0.000755 0.602499 0.238226 -0.761737 0.707945 0.281172 0.647886 -362.857633 -245.358161 20.834019 3.614217 3.614287 3.612923 90.032224 89.996711 89.957685 42.693364 0.033775 0.027012 291.008397 1.000000 
7028 -0.597370 -0.136026 -0.790346 -0.734929 0.487296 0.471616 0.320980 0.862577 -0.391066 -324.674111 -334.861159 -3.785892 3.614211 3.619026 3.616860 89.985038 90.052903 90.013946 42.135979 0.041208 0.037801 152.278151 1.000000 
7029 -0.600358 0.786466 0.145058 -0.737930 -0.474857 -0.479552 -0.308269 -0.394946 0.865441 -553.679833 -379.108059 5.516250 3.612817 3.609957 3.614349 89.975412 90.068863 89.886999 55.606779 0.108734 0.079494 203.104208 0.916667 
7030 0.536302 -0.057867 0.842040 0.815017 0.294815 -0.498830 -0.219380 0.953801 0.205273 401.530583 -365.007835 7.756751 3.616140 3.618570 3.615433 90.007182 90.019165 90.026593 111.864064 0.065512 0.039012 162.618217 0.916667 
7031 0.509663 0.024043 0.860038 0.775508 0.420061 -0.471314 -0.372600 0.907177 0.195444 -32.325393 218.354231 29.817512 3.613149 3.614128 3.613486 90.048554 90.063415 90.012549 53.658003 0.076825 0.055603 184.192908 0.916667 
7037 -0.629708 0.700067 -0.336712 -0.769659 -0.621008 0.148237 -0.105325 0.352499 0.929866 434.573207 -340.744726 -5.569012 3.615540 3.613562 3.616088 90.003468 90.017593 90.095381 49.926754 0.091846 0.073183 269.091889 1.000000 
7039 0.554932 -0.375102 0.742529 0.830180 0.306989 -0.465358 -0.053392 0.874675 0.481761 -376.424251 -273.390015 24.037159 3.613444 3.613955 3.613285 89.994120 90.052863 89.917080 36.973675 0.128603 0.084555 322.469616 1.000000 
7042 -0.517633 -0.123787 -0.846600 -0.608874 0.748455 0.262845 0.601106 0.651530 -0.462796 -282.007558 240.564426 -5.260154 3.615942 3.616038 3.615838 89.973803 90.050298 90.001907 24.211217 0.026721 0.021775 154.961526 0.750000 
7045 -0.399845 0.888675 -0.224454 -0.465563 -0.407851 -0.785435 -0.789541 -0.209554 0.576812 -216.660248 386.257557 10.567279 3.613175 3.612880 3.614297 90.100023 89.954373 89.913818 53.225451 0.082632 0.065435 284.022678 1.000000 
7058 0.535782 -0.840525 0.080352 0.790641 0.466019 -0.397132 0.296354 0.276306 0.914237 -238.151591 -224.705402 40.050638 3.610915 3.613355 3.611560 90.042350 89.978362 89.994328 36.465561 0.066385 0.050143 116.609872 1.000000 
7068 -0.643587 0.290880 -0.707944 -0.765365 -0.248792 0.593565 -0.003474 0.923846 0.382748 46.601625 83.443381 33.558351 3.613611 3.614479 3.612564 90.007968 90.149364 90.007936 38.079265 0.112756 0.082521 264.710735 1.000000 
7069 0.433577 -0.137098 0.890626 0.645120 0.737288 -0.200565 -0.629151 0.661521 0.408116 -408.295851 -426.281553 22.154600 3.617150 3.613696 3.614521 89.984132 90.016997 90.057930 40.236079 0.040938 0.037451 146.882084 0.833333 
7070 0.379385 -0.348243 0.857201 0.576221 0.813792 0.075581 -0.723904 0.465263 0.509405 -49.411392 -290.752167 11.730488 3.613516 3.613074 3.615378 89.995022 89.984146 90.005349 82.024369 0.071398 0.056979 325.674870 0.916667 
7082 0.407780 0.052005 0.911598 0.608799 0.728584 -0.313895 -0.680500 0.682980 0.265441 -32.762139 -393.574368 5.695345 3.614072 3.615931 3.615300 89.992107 90.000536 90.009454 36.424076 0.014741 0.015880 156.867313 1.000000 
7083 -0.647955 0.545601 -0.531482 -0.758539 -0.398944 0.515230 0.069078 0.736996 0.672357 -406.337782 14.306818 15.751265 3.613200 3.615740 3.617118 89.962827 89.987040 89.945765 30.311885 0.029685 0.025877 144.344603 1.000000 
7084 -0.594611 0.665505 -0.451156 -0.687491 -0.129898 0.714480 0.416886 0.735003 0.534768 93.691944 187.283829 -86.991401 3.616520 3.620460 3.621590 89.931944 90.022241 90.101813 123.951209 0.041428 0.100203 76.056467 0.750000 
7089 -0.592682 0.070464 -0.802348 -0.682177 0.485693 0.546568 0.428208 0.871285 -0.239793 3.841983 365.207097 17.113399 3.614261 3.616413 3.611575 90.091200 90.015393 89.897598 40.195469 0.026263 0.031481 143.181613 0.750000 
7095 0.436758 -0.380581 0.815108 0.640520 0.767789 0.015279 -0.631646 0.515420 0.579108 181.859923 32.756888 -12.432292 3.608892 3.618089 3.618431 89.970889 90.010053 89.991503 108.451760 0.055646 0.051459 89.277906 0.750000 
7104 0.487064 -0.843968 0.224693 0.705982 0.229005 -0.670184 0.514158 0.485051 0.707366 -362.790925 229.485302 71.708850 3.604155 3.607363 3.609482 90.252895 89.806240 89.980866 94.327983 0.130270 0.102670 87.467079 0.750000 
7107 -0.371216 0.922325 -0.107310 -0.398296 -0.262560 -0.878876 -0.838784 -0.283512 0.464825 30.730197 9.602124 37.696306 3.611192 3.611167 3.609842 90.194723 89.942534 89.990410 51.149032 0.074250 0.071905 118.311170 0.916667 
7115 -0.599054 0.071399 -0.797519 -0.676965 0.486754 0.552077 0.427614 0.870616 -0.243257 -60.715696 373.568662 12.264448 3.613713 3.616496 3.617473 90.207844 90.189887 89.988940 31.901381 0.035211 0.035453 161.613201 0.750000 
7117 -0.657365 0.067457 -0.750547 -0.748856 0.052771 0.660628 0.084171 0.996326 0.015826 260.126364 -244.585546 7.392541 3.612777 3.616852 3.614155 89.992028 90.033126 90.057899 66.577674 0.069789 0.074866 107.938107 0.875000 
7119 -0.547085 -0.294751 -0.783467 -0.603451 0.787525 0.125104 0.580125 0.541227 -0.608711 -294.578326 147.112527 26.447838 3.614891 3.611091 3.614558 90.018238 89.980391 90.029640 43.467432 0.121647 0.099432 294.780111 0.833333 
7125 -0.498847 0.793206 -0.349250 -0.557975 -0.602278 -0.570898 -0.663186 -0.089918 0.743034 -407.092317 228.479093 12.140433 3.615969 3.612515 3.616405 90.049339 89.974298 90.012651 49.367485 0.052680 0.045123 169.646830 0.916667 
7129 0.485671 -0.858414 -0.165070 0.691866 0.492899 -0.527609 0.534270 0.142038 0.833295 331.960498 422.357106 87.319947 3.613090 3.610793 3.608340 90.206679 90.197384 89.740085 115.251498 0.257275 0.185516 220.418228 0.750000 
7131 -0.650799 -0.192840 -0.734352 -0.731218 0.419583 0.537839 0.204405 0.886996 -0.414072 -300.982319 -346.859958 15.529720 3.613261 3.613971 3.614592 89.979208 90.043852 89.978845 24.452422 0.064040 0.056690 207.745680 1.000000 
7134 -0.571056 0.819580 0.046732 -0.631230 -0.402000 -0.663284 -0.524827 -0.408271 0.746908 -328.524247 -167.638267 41.174563 3.611464 3.615684 3.608294 90.249305 90.263793 89.951169 34.761438 0.065139 0.053674 97.007833 0.750000 
7136 -0.567212 0.332920 -0.753283 -0.619217 0.430648 0.656591 0.542992 0.838872 -0.038119 122.058886 -258.773113 10.260506 3.614980 3.615432 3.610851 89.929007 89.988005 90.000203 23.591692 0.034303 0.024522 96.550257 0.750000 
7139 0.588797 -0.716048 0.374958 0.804809 0.476422 -0.353983 0.074831 0.510194 0.856798 256.276986 -300.284155 64.086579 3.616598 3.612448 3.606417 89.961917 90.019113 90.019478 67.392187 0.061035 0.051008 69.356804 0.750000 
7141 0.058008 -0.991049 -0.120233 0.157715 0.128021 -0.979151 0.985779 0.037836 0.163729 -431.367358 -182.703577 36.458213 3.614880 3.608935 3.616475 90.190826 90.112351 89.970086 93.336650 0.075511 0.084825 77.231244 0.833333 
7143 -0.285559 -0.127387 -0.949857 -0.268900 0.961963 -0.048170 0.919863 0.241661 -0.308952 -202.589645 116.269683 17.258861 3.614157 3.614774 3.614709 90.058644 89.982075 90.003285 24.419759 0.039682 0.036599 110.783388 1.000000 
7144 0.201657 -0.310662 0.928883 0.319655 0.917313 0.237397 -0.925827 0.249049 0.284287 193.252604 192.846722 17.631946 3.615956 3.614941 3.613350 90.063148 90.008813 90.006125 15.367935 0.031239 0.029970 162.451339 0.750000 
7147 -0.584556 -0.176750 -0.791867 -0.635356 0.706702 0.311279 0.504596 0.685078 -0.525406 -227.149438 -218.005757 33.729752 3.612196 3.611002 3.611655 89.945442 90.160093 90.074765 39.711335 0.082056 0.073164 225.128265 0.916667 
7148 -0.551457 -0.287322 -0.783161 -0.598320 0.790423 0.131316 0.581299 0.540996 -0.607795 -314.906863 63.891000 11.238708 3.604155 3.614958 3.615834 90.216487 89.730000 90.049284 163.315588 0.231373 0.220399 131.353838 0.750000 
7151 0.277067 0.817726 0.504538 0.414558 0.371974 -0.830528 -0.866819 0.439272 -0.235933 586.876888 -215.161003 24.382173 3.617750 3.625845 3.614491 90.023907 89.964641 89.730000 69.620478 0.049077 0.045385 180.869183 0.750000 
7155 -0.653181 0.595103 -0.468194 -0.713474 -0.276627 0.643764 0.253591 0.754539 0.605279 127.883267 -156.864489 22.462304 3.604155 3.614109 3.607449 89.845034 90.269993 89.959578 198.950883 0.241136 0.237765 261.847016 0.750000 
7159 0.595285 -0.801014 -0.063340 0.798800 0.598478 -0.061176 0.086911 -0.014179 0.996115 616.013732 263.250939 144.063550 3.611676 3.616978 3.625845 90.270000 90.270000 90.270000 88.377117 0.093875 0.104289 59.902192 0.750000 
7160 0.564856 -0.817750 -0.110559 0.772256 0.571070 -0.278390 0.290790 0.071870 0.954084 -424.383869 -349.323103 19.921126 3.615515 3.613008 3.619802 90.077425 89.994650 89.908953 40.855857 0.152458 0.071595 234.238164 1.000000 
7164 -0.656409 0.593356 -0.465893 -0.710852 -0.279678 0.645345 0.252619 0.754791 0.605371 490.286678 530.092604 -111.768185 3.604155 3.608658 3.612350 89.799291 90.270000 90.031576 118.501779 0.227756 0.183485 308.397172 0.750000 
7165 -0.250718 -0.868013 -0.428596 -0.218894 0.482103 -0.848329 0.942988 -0.118874 -0.310875 -700.000000 204.830868 32.806760 3.614703 3.617714 3.610051 90.082482 89.808218 89.997639 173.446641 0.069629 0.105995 53.484434 0.750000 
7166 0.518795 -0.837509 -0.171552 0.704831 0.532589 -0.468575 0.483802 0.122180 0.866607 -215.985944 -310.929739 -4.432083 3.616465 3.617172 3.614771 90.007052 89.996774 89.999247 41.909288 0.035207 0.028478 185.540532 0.750000 
