-58.001,76.647,0.99951,0,0,0,7.5394e-05,-0.00028972,0.001144,0.00039445,0.00053538
-58.001,76.647,2.5002,0,0,0,0.00012743,0.00043218,-5.1334e-05,0.00010458,-0.0014787
-58.001,76.647,3.9992,0,0,0,-0.00011169,0.00071672,-9.038e-05,0.00058357,0.0010775
-58.001,76.647,5.4999,0,0,0,2.323e-05,0.0006182,0.00063972,0.0001863,0.00086104
-58.001,76.647,7.0006,0,0,0,0.00026048,0.00072826,-1.836e-05,0.00058573,-0.0011474
-58.001,76.647,8.4996,0,0,0,0.00079872,0.00023077,0.0010831,0.00084569,0.0022507
-58.001,76.647,10,0,0,0,0.0035857,0.0017047,-0.011505,0.0076253,-8.0721e-05
-54,76.647,0.99951,0,0,0,0.00025984,0.00023733,0.00077758,0.0001137,0.0017187
-54,76.647,2.5002,0,0,0,0.00014647,0.00033844,-0.00023202,0.00017747,0.00090556
-54,76.647,3.9992,0,0,0,0.00055132,0.00082937,0.00011281,0.00067799,0.0010069
-54,76.647,5.4999,0,0,0,0.00055096,0.001085,0.00059849,0.00072638,0.00060842
-54,76.647,7.0006,0,0,0,0.00052386,0.00051302,0.00016331,0.00045832,0.0017814
-54,76.647,8.4996,0,0,0,0.00068134,0.0013078,0.0012904,0.0012071,0.00035668
-54,76.647,10,0,0,0,0.0021845,0.0030305,-0.0072584,-0.00025192,-0.016276
-50,76.647,0.99951,0,0,0,0.00020623,0.00023396,0.0015156,0.00047702,-0.00032844
-50,76.647,2.5002,0,0,0,0.00040005,0.0009557,0.00022547,0.00043232,0.00072245
-50,76.647,3.9992,0,0,0,0.00050713,0.00075889,0.0011052,0.00068821,0.020847
-50,76.647,5.4999,0,0,0,0.0010754,0.00081732,0.00075393,0.0010603,-0.00031236
-50,76.647,7.0006,0,0,0,0.00050231,0.00096164,0.00077306,0.0008186,0.0017229
-50,76.647,8.4996,0,0,0,0.0006973,0.0016042,0.0012778,0.001533,0.0018367
-50,76.647,10,0,0,0,0.0026108,-0.00062768,-0.0011413,-0.0036918,-0.017509
-45.999,76.647,0.99951,0,0,0,0.00044293,0.00057207,0.00014617,0.00039003,0.001223
-45.999,76.647,2.5002,0,0,0,0.00033784,0.00052622,0.00076574,0.00074037,0.0019356
-45.999,76.647,3.9992,0,0,0,0.00059155,0.0010973,-0.00022648,0.00051414,-0.0015703
-45.999,76.647,5.4999,0,0,0,0.00096189,0.0013449,0.0015912,0.00089974,0.0019028
-45.999,76.647,7.0006,0,0,0,0.0010557,0.00091334,0.00061554,0.0011339,0.0021041
-45.999,76.647,8.4996,0,0,0,0.0013754,0.0016588,0.0022795,0.0013563,0.003428
-45.999,76.647,10,0,0,0,-0.0028477,0.026707,-0.016327,-0.0091403,0.0011775
-41.999,76.647,0.99951,0,0,0,0.00039814,0.00094839,0.00073413,0.00043938,0.0011827
-41.999,76.647,2.5002,0,0,0,0.00055701,0.0004704,0.0008285,0.00073577,-0.0015362
-41.999,76.647,3.9992,0,0,0,0.0007489,0.0010743,0.00057464,0.00099463,0.0026569
-41.999,76.647,5.4999,0,0,0,0.0010711,0.0014128,0.001003,0.00099917,0.0004354
-41.999,76.647,7.0006,0,0,0,0.00077056,0.00094901,0.00015917,0.00094747,0.0014674
-41.999,76.647,8.4996,0,0,0,0.0011814,0.0018059,0.0016187,0.0017377,0.001662
-41.999,76.647,10,0,0,0,0.0032573,-0.00092361,0.0066403,0.0040271,-0.011542
-37.998,76.647,0.99951,0,0,0,0.00079531,0.00074261,0.00042483,0.00071786,0.00098523
-37.998,76.647,2.5002,0,0,0,0.00068301,0.0010583,0.0015355,0.00091242,0.0010287
-37.998,76.647,3.9992,0,0,0,0.00045253,0.00060988,0.0015572,0.00081432,0.0012938
-37.998,76.647,5.4999,0,0,0,0.00096175,0.001297,0.00039232,0.00090025,0.00030806
