   0.0000000e+00   0.0000000e+00   1.0000000e+00
   8.7155743e-02   0.0000000e+00   9.9619470e-01
   8.6824089e-02   7.5961235e-03   9.9619470e-01
   8.5831651e-02   1.5134436e-02   9.9619470e-01
   8.4185983e-02   2.2557566e-02   9.9619470e-01
   8.1899608e-02   2.9809020e-02   9.9619470e-01
   7.8989928e-02   3.6833609e-02   9.9619470e-01
   7.5479087e-02   4.3577871e-02   9.9619470e-01
   7.1393805e-02   4.9990480e-02   9.9619470e-01
   6.6765172e-02   5.6022632e-02   9.9619470e-01
   6.1628417e-02   6.1628417e-02   9.9619470e-01
   5.6022632e-02   6.6765172e-02   9.9619470e-01
   4.9990480e-02   7.1393805e-02   9.9619470e-01
   4.3577871e-02   7.5479087e-02   9.9619470e-01
   3.6833609e-02   7.8989928e-02   9.9619470e-01
   2.9809020e-02   8.1899608e-02   9.9619470e-01
   2.2557566e-02   8.4185983e-02   9.9619470e-01
   1.5134436e-02   8.5831651e-02   9.9619470e-01
   7.5961235e-03   8.6824089e-02   9.9619470e-01
   5.3367501e-18   8.7155743e-02   9.9619470e-01
  -7.5961235e-03   8.6824089e-02   9.9619470e-01
  -1.5134436e-02   8.5831651e-02   9.9619470e-01
  -2.2557566e-02   8.4185983e-02   9.9619470e-01
  -2.9809020e-02   8.1899608e-02   9.9619470e-01
  -3.6833609e-02   7.8989928e-02   9.9619470e-01
  -4.3577871e-02   7.5479087e-02   9.9619470e-01
  -4.9990480e-02   7.1393805e-02   9.9619470e-01
  -5.6022632e-02   6.6765172e-02   9.9619470e-01
  -6.1628417e-02   6.1628417e-02   9.9619470e-01
  -6.6765172e-02   5.6022632e-02   9.9619470e-01
  -7.1393805e-02   4.9990480e-02   9.9619470e-01
  -7.5479087e-02   4.3577871e-02   9.9619470e-01
  -7.8989928e-02   3.6833609e-02   9.9619470e-01
  -8.1899608e-02   2.9809020e-02   9.9619470e-01
  -8.4185983e-02   2.2557566e-02   9.9619470e-01
  -8.5831651e-02   1.5134436e-02   9.9619470e-01
  -8.6824089e-02   7.5961235e-03   9.9619470e-01
  -8.7155743e-02   1.0673500e-17   9.9619470e-01
  -8.6824089e-02  -7.5961235e-03   9.9619470e-01
  -8.5831651e-02  -1.5134436e-02   9.9619470e-01
  -8.4185983e-02  -2.2557566e-02   9.9619470e-01
  -8.1899608e-02  -2.9809020e-02   9.9619470e-01
  -7.8989928e-02  -3.6833609e-02   9.9619470e-01
  -7.5479087e-02  -4.3577871e-02   9.9619470e-01
  -7.1393805e-02  -4.9990480e-02   9.9619470e-01
  -6.6765172e-02  -5.6022632e-02   9.9619470e-01
  -6.1628417e-02  -6.1628417e-02   9.9619470e-01
  -5.6022632e-02  -6.6765172e-02   9.9619470e-01
  -4.9990480e-02  -7.1393805e-02   9.9619470e-01
  -4.3577871e-02  -7.5479087e-02   9.9619470e-01
  -3.6833609e-02  -7.8989928e-02   9.9619470e-01
  -2.9809020e-02  -8.1899608e-02   9.9619470e-01
  -2.2557566e-02  -8.4185983e-02   9.9619470e-01
  -1.5134436e-02  -8.5831651e-02   9.9619470e-01
  -7.5961235e-03  -8.6824089e-02   9.9619470e-01
  -1.6010250e-17  -8.7155743e-02   9.9619470e-01
   7.5961235e-03  -8.6824089e-02   9.9619470e-01
   1.5134436e-02  -8.5831651e-02   9.9619470e-01
   2.2557566e-02  -8.4185983e-02   9.9619470e-01
